Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,IMG_7179.jpg,3024,4032,37.3144112,127.0886278,1,0,0,0,0
2,IMG_7180.jpg,3024,4032,37.3143748,127.0884862,1,0,0,0,0
3,IMG_7181.jpg,3024,4032,37.3144497,127.0889429,1,0,0,0,0
4,IMG_7490.jpg,3024,4032,37.3145332,127.0875417,0,0,1,0,0
5,IMG_7491.jpg,3024,4032,37.3145332,127.0875417,0,0,1,0,0
6,IMG_7494.jpg,4032,3024,37.3144268,127.0873768,0,0,1,0,0
7,IMG_7495.jpg,4032,3024,37.3144268,127.0873768,0,0,1,0,0
8,IMG_7497.jpg,4032,3024,37.3144369,127.0873275,0,0,1,0,0
9,IMG_7498.jpg,4032,3024,37.3144369,127.0873275,0,0,1,0,0
10,IMG_7507.jpg,3024,4032,37.3144444,127.0872222,0,1,0,0,0
11,IMG_7508.jpg,3024,4032,37.3144444,127.0872222,0,1,0,0,0
12,IMG_7509.jpg,3024,4032,37.3144444,127.0872222,0,1,0,0,0
13,IMG_7510.jpg,3024,4032,37.3144444,127.0872222,0,1,0,0,0
14,IMG_7512.jpg,3024,4032,37.3144118,127.0870732,1,0,0,0,0
15,IMG_7513.jpg,3024,4032,37.3144118,127.0870732,1,0,0,0,0
16,IMG_7514.jpg,3024,4032,37.3144118,127.0870732,1,0,0,0,0
17,IMG_7516.jpg,3024,4032,37.3144118,127.0870732,1,0,0,0,0
18,IMG_7523.jpg,3024,4032,37.3144038,127.0868263,1,0,0,0,0
19,IMG_7525.jpg,3024,4032,37.3144038,127.0868263,1,0,0,0,0
20,IMG_7526.jpg,3024,4032,37.3144038,127.0868263,1,0,0,0,0
21,IMG_7527.jpg,3024,4032,37.3144038,127.0868263,1,0,0,0,0
22,IMG_7529.jpg,4032,3024,37.3144038,127.0868263,1,0,0,0,0
23,IMG_7530.jpg,4032,3024,37.3144038,127.0868263,1,0,0,0,0
24,IMG_7531.jpg,3024,4032,37.3143886,127.0866647,0,1,0,0,0
25,IMG_7532.jpg,3024,4032,37.3143886,127.0866647,0,1,0,0,0
26,IMG_7533.jpg,3024,4032,37.3143886,127.0866647,0,1,0,0,0
27,IMG_7534.jpg,3024,4032,37.3143886,127.0866647,0,1,0,0,0
28,IMG_7535.jpg,3024,4032,37.3143886,127.0866647,0,1,0,0,0
29,IMG_7536.jpg,3024,4032,37.3143886,127.0866647,0,1,0,0,0
30,IMG_7538.jpg,3024,4032,37.3143886,127.0866647,0,1,0,0,0
31,IMG_7539.jpg,3024,4032,37.3143844,127.0864608,1,0,0,0,0
32,IMG_7540.jpg,3024,4032,37.3143844,127.0864608,1,0,0,0,0
33,IMG_7542.jpg,3024,4032,37.3143844,127.0864608,1,0,0,0,0
34,IMG_7543.jpg,3024,4032,37.3143844,127.0864608,1,0,0,0,0
35,IMG_7544.jpg,3024,4032,37.3143844,127.0864608,1,0,0,0,0
36,IMG_7545.jpg,3024,4032,37.3143844,127.0864608,1,0,0,0,0
37,IMG_7546.jpg,3024,4032,37.3143844,127.0864608,1,0,0,0,0
38,IMG_7547.jpg,3024,4032,37.3144118,127.063726,1,0,0,0,0
39,IMG_7548.jpg,3024,4032,37.3144118,127.063726,1,0,0,0,0
40,IMG_7549.jpg,3024,4032,37.3144118,127.063726,1,0,0,0,0
41,IMG_7550.jpg,3024,4032,37.3144118,127.063726,1,0,0,0,0
42,IMG_7552.jpg,3024,4032,37.3144118,127.063726,1,0,0,0,0
43,IMG_7553.jpg,3024,4032,37.3144118,127.063726,1,0,0,0,0
44,IMG_7554.jpg,3024,4032,37.3144118,127.063726,1,0,0,0,0
45,IMG_7555.jpg,3024,4032,37.3143441,127.0862335,0,0,0,0,1
46,IMG_7556.jpg,3024,4032,37.3143441,127.0862335,0,0,0,0,1
47,IMG_7558.jpg,3024,4032,37.3143441,127.0862335,0,0,0,0,1
48,IMG_7559.jpg,3024,4032,37.3143441,127.0862335,0,0,0,0,1
49,IMG_7560.jpg,3024,4032,37.3143441,127.0862335,0,0,0,0,1
50,IMG_7562.jpg,3024,4032,37.3143477,127.0861218,1,0,0,0,0
51,IMG_7563.jpg,3024,4032,37.3143477,127.0861218,1,0,0,0,0
52,IMG_7564.jpg,3024,4032,37.3143477,127.0861218,1,0,0,0,0
53,IMG_7565.jpg,3024,4032,37.3143477,127.0861218,1,0,0,0,0
54,IMG_7566.jpg,3024,4032,37.3143477,127.0861218,1,0,0,0,0
55,IMG_7568.jpg,3024,4032,37.3143477,127.0861218,1,0,0,0,0
56,IMG_7571.jpg,3024,4032,37.3143363,127.0859301,0,0,0,0,1
57,IMG_7572.jpg,3024,4032,37.3143363,127.0859301,0,0,0,0,1
58,IMG_7573.jpg,3024,4032,37.3143363,127.0859301,0,0,0,0,1
59,IMG_7574.jpg,3024,4032,37.3143363,127.0859301,0,0,0,0,1
60,IMG_7575.jpg,3024,4032,37.3143363,127.0859301,0,0,0,0,1
61,IMG_7576.jpg,3024,4032,37.3143363,127.0859301,0,0,0,0,1
62,IMG_7577.jpg,3024,4032,37.3143363,127.0859301,0,0,0,0,1
