Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,IMG_3040,3024,4032,37.49300001,126.87,0,1,0,0,0
2,IMG_3043,3024,4032,37.49300001,126.87,0,1,0,0,0
3,IMG_3044,3024,4032,37.49300001,126.87,0,1,0,0,0
4,IMG_3045,3024,4032,37.494,126.87001,1,0,0,0,0
5,IMG_3046,3024,4032,37.494,126.87001,1,0,0,0,0
6,IMG_3047,3024,4032,37.494,126.87001,1,0,0,0,0
7,IMG_3048,3024,4032,37.4943,126.87001,0,1,0,0,0
8,IMG_3049,3024,4032,37.4943,126.87001,0,1,0,0,0
9,IMG_3052,3024,4032,37.4943,126.87001,0,1,0,0,0
10,IMG_3057,3024,4032,37.4951,126.87,0,0,0,0,1
11,IMG_3058,3024,4032,37.4951,126.87,0,0,0,0,1
12,IMG_3059,3024,4032,37.4951,126.87,0,0,0,0,1
13,IMG_3060,3024,4032,37.4951,126.87,0,0,0,0,1
14,IMG_3061,3024,4032,37.496,126.87,0,0,0,0,1
15,IMG_3062,3024,4032,37.496,126.87,0,0,0,0,1
16,IMG_3063,3024,4032,37.496,126.87,0,0,0,0,1
17,IMG_3064,3024,4032,37.496,126.87,0,0,0,0,1
18,IMG_3065,3024,4032,37.501,126.87111,0,0,1,0,0
19,IMG_3068,3024,4032,37.501,126.87111,0,0,1,0,0
20,IMG_3069,3024,4032,37.501,126.87111,0,0,1,0,0
21,IMG_3071,3024,4032,37.5031,126.87113,1,0,0,0,0
22,IMG_3072,3024,4032,37.5031,126.87113,1,0,0,0,0
23,IMG_3076,3024,4032,37.5031,126.87113,0,1,0,0,0
24,IMG_3077,3024,4032,37.5031,126.87113,0,1,0,0,0
25,IMG_3078,3024,4032,37.5031,126.87113,0,1,0,0,0
26,IMG_3079,3024,4032,37.5042,126.87213,0,1,0,0,0
27,IMG_3080,3024,4032,37.5042,126.87213,0,1,0,0,0
28,IMG_3082,3024,4032,37.5042,126.87213,0,1,0,0,0
29,IMG_3083,3024,4032,37.5042,126.87213,0,1,0,0,0
30,IMG_3084,3024,4032,37.5042,126.87213,0,1,0,0,0
31,IMG_3091,3024,4032,37.505,126.872,0,0,1,0,0
32,IMG_3092,3024,4032,37.505,126.872,0,0,1,0,0
33,IMG_3093,3024,4032,37.505,126.872,1,0,0,0,0
34,IMG_3094,3024,4032,37.505,126.8723,1,0,0,0,0
35,IMG_3095,3024,4032,37.505,126.8723,1,0,0,0,0
36,IMG_3096,3024,4032,37.505,126.8723,1,0,0,0,0
37,IMG_3097,3024,4032,37.507,126.873,1,0,0,0,0
38,IMG_3098,3024,4032,37.507,126.873,1,0,0,0,0
39,IMG_3099,3024,4032,37.507,126.873,1,0,0,0,0
40,IMG_3102,3024,4032,37.601,126.8011,0,1,0,0,0
41,IMG_3103,3024,4032,37.601,126.8011,0,1,0,0,0
42,IMG_3104,3024,4032,37.601,126.8011,0,1,0,0,0
43,IMG_3105,3024,4032,37.601,126.8011,0,1,0,0,0
44,IMG_3108,3024,4032,37.601,126.8011,0,1,0,0,0
45,IMG_3109,3024,4032,37.5999,126.802,0,1,0,0,0
46,IMG_3112,3024,4032,37.5999,126.802,0,1,0,0,0
47,IMG_3113,3024,4032,37.5999,126.802,0,1,0,0,0
48,IMG_3114,3024,4032,37.5999,126.802,0,1,0,0,0
49,IMG_3115,3024,4032,37.5999,126.802,0,1,0,0,0
50,IMG_3116,3024,4032,37.5999,126.802,0,1,0,0,0
51,IMG_3118,3024,4032,37.5878,126.82,1,0,0,0,0
52,IMG_3119,3024,4032,37.5878,126.82,1,0,0,0,0
53,IMG_3120,3024,4032,37.5878,126.82,1,0,0,0,0
54,IMG_3121,3024,4032,37.5878,126.82,1,0,0,0,0
55,IMG_3123,3024,4032,37.5878,126.82,1,0,0,0,0
56,IMG_3124,3024,4032,37.5867,126.8255,0,0,0,0,1
57,IMG_3125,3024,4032,37.5867,126.8255,0,0,0,0,1
58,IMG_3127,3024,4032,37.5867,126.8255,0,0,0,0,1
59,IMG_3128,3024,4032,37.5867,126.8255,0,0,0,0,1
60,IMG_3129,3024,4032,37.5867,126.8255,0,0,0,0,1
61,IMG_3130,3024,4032,37.5870001,126.826,0,0,0,0,1
62,IMG_3131,3024,4032,37.5870001,126.826,0,0,0,0,1
63,IMG_3133,3024,4032,37.5870001,126.826,0,0,0,0,1
64,IMG_3134,3024,4032,37.5870001,126.826,0,0,0,0,1
65,IMG_3135,3024,4032,37.5870001,126.826,0,0,0,0,1
66,IMG_3136,3024,4032,37.58691001,126.826111,0,1,0,0,0
67,IMG_3137,3024,4032,37.58691001,126.826111,0,1,0,0,0
68,IMG_3138,3024,4032,37.58691001,126.826111,0,1,0,0,0
69,IMG_3139,3024,4032,37.58691001,126.826111,0,1,0,0,0
70,IMG_3141,3024,4032,37.58691001,126.826111,0,1,0,0,0
71,IMG_3144,3024,4032,37.586811,126.82625,0,0,0,1,0
72,IMG_3145,3024,4032,37.586811,126.82625,0,0,0,1,0
73,IMG_3146,3024,4032,37.586811,126.82625,0,0,0,1,0
74,IMG_3147,3024,4032,37.586811,126.82625,0,0,0,1,0
75,IMG_3149,3024,4032,37.586811,126.82625,0,0,0,1,0
76,IMG_3150,3024,4032,37.586001,126.83001,0,0,0,0,1
77,IMG_3151,3024,4032,37.586001,126.83001,0,0,0,0,1
78,IMG_3153,3024,4032,37.586001,126.83001,0,0,0,0,1
79,IMG_3154,3024,4032,37.586001,126.83001,0,0,0,0,1
80,IMG_3155,3024,4032,37.586001,126.83001,0,0,0,0,1
81,IMG_3156,3024,4032,37.586001,126.83001,0,0,0,0,1
82,IMG_3157,3024,4032,37.583,126.831999,0,0,0,1,0
83,IMG_3165,3024,4032,37.583,126.831999,0,0,0,1,0
84,IMG_3166,3024,4032,37.583,126.831999,0,0,0,1,0
85,IMG_3167,3024,4032,37.583,126.831999,0,0,0,1,0
86,IMG_3168,3024,4032,37.583,126.831999,0,0,0,1,0
87,IMG_3170,3024,4032,37.583,126.831999,0,0,0,1,0
88,IMG_3174,3024,4032,37.583,126.831999,0,0,0,1,0
89,IMG_3175,3024,4032,37.58009,126.8320101,0,0,1,0,0
90,IMG_3176,3024,4032,37.58009,126.8320101,0,0,1,0,0
91,IMG_3177,3024,4032,37.58009,126.8320101,0,0,1,0,0
92,IMG_3180,3024,4032,37.58009,126.8320101,0,0,1,0,0
93,IMG_3181,3024,4032,37.5815,126.8326971,0,0,1,0,0
94,IMG_3182,3024,4032,37.5815,126.8326971,0,0,1,0,0
95,IMG_3184,3024,4032,37.5815,126.8326971,0,0,1,0,0
96,IMG_3185,3024,4032,37.5815,126.8326971,0,0,1,0,0
97,IMG_3186,3024,4032,37.5815,126.8326971,0,0,1,0,0
98,IMG_3188,3024,4032,37.5803333,126.832923,0,1,0,0,0
99,IMG_3189,3024,4032,37.5803333,126.832923,0,1,0,0,0
100,IMG_3190,3024,4032,37.5803333,126.832923,0,1,0,0,0
101,IMG_3191,3024,4032,37.5803333,126.832923,0,1,0,0,0
102,IMG_3192,3024,4032,37.5803333,126.832923,0,1,0,0,0
