Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,bag1,4608,3456,35.226919,128.638707,0,1,0,0,0
2,bag2,3456,4608,35.226919,128.638707,0,1,0,0,0
3,bag3,3456,4608,35.226919,128.638707,0,1,0,0,0
4,bag4,4608,3456,35.226919,128.638707,0,1,0,0,0
5,bag5,4608,3456,35.226919,128.638707,0,1,0,0,0
6,bag6,4608,3456,35.226919,128.638707,0,1,0,0,0
7,bag7,4608,3456,35.226919,128.638707,0,1,0,0,0
8,bag8,3456,4608,35.226919,128.638707,0,1,0,0,0
9,bottap1,4608,3456,35.22733,128.639258,0,0,1,0,0
10,bottap2,4608,3456,35.22733,128.639258,0,0,1,0,0
11,bottap3,4608,3456,35.22733,128.639258,0,0,1,0,0
12,can1,4608,3456,35.226408,128.638159,0,0,1,0,0
13,can2,4608,3456,35.226408,128.638159,0,0,1,0,0
14,can3,3456,4608,35.226408,128.638159,0,0,1,0,0
15,can4,3456,4608,35.226408,128.638159,0,0,1,0,0
16,can5,3456,4608,35.226408,128.638159,0,0,1,0,0
17,can6,4608,3456,35.226408,128.638159,0,0,1,0,0
18,can7,4608,3456,35.226408,128.638159,0,0,1,0,0
19,can8,4608,3456,35.226408,128.638159,0,0,1,0,0
20,can9,4608,3456,35.226408,128.638159,0,0,1,0,0
21,can10,3456,4608,35.226408,128.638159,0,0,1,0,0
22,can11,3456,4608,35.226408,128.638159,0,0,1,0,0
23,can12,4608,3456,35.226408,128.638159,0,0,1,0,0
24,can13,4608,3456,35.226408,128.638159,0,0,1,0,0
25,can14,4608,3456,35.226408,128.638159,0,0,1,0,0
26,canbot1,4608,3456,35.226438,128.638312,0,0,1,0,0
27,canbot2,4608,3456,35.226438,128.638312,0,0,1,0,0
28,canbot3,4608,3456,35.226438,128.638312,0,0,1,0,0
29,canbot4,4608,3456,35.226438,128.638312,0,0,1,0,0
30,canbot5,4608,3456,35.226438,128.638312,0,0,1,0,0
31,canbot6,3456,4608,35.226438,128.638312,0,0,1,0,0
32,canbot7,3456,4608,35.226438,128.638312,0,0,1,0,0
33,canbot8,3456,4608,35.226438,128.638312,0,0,1,0,0
34,canbot9,4608,3456,35.226438,128.638312,0,0,1,0,0
35,canbot10,4608,3456,35.226438,128.638312,0,0,1,0,0
36,canbot11,4608,3456,35.226438,128.638312,0,0,1,0,0
37,canbot12,4608,3456,35.226438,128.638312,0,0,1,0,0
38,canbot13,4608,3456,35.226438,128.638312,0,0,1,0,0
39,canbot14,4608,3456,35.226438,128.638312,0,0,1,0,0
40,canbot15,4608,3456,35.226438,128.638312,0,0,1,0,0
41,canbot16,3456,4608,35.226438,128.638312,0,0,1,0,0
42,canbot17,4608,3456,35.226438,128.638312,0,0,1,0,0
43,cof1,4608,3456,35.226271,128.638162,0,1,0,0,0
44,cof2,4608,3456,35.226271,128.638162,0,1,0,0,0
45,cof3,4608,3456,35.226271,128.638162,0,1,0,0,0
46,cofbagcan1,3456,4608,35.227377,128.639233,0,1,1,0,0
47,cofbagcan2,4608,3456,35.227377,128.639233,0,1,1,0,0
48,cofbagcan3,4608,3456,35.227377,128.639233,0,1,1,0,0
49,cofbagcan4,4608,3456,35.227377,128.639233,0,1,1,0,0
50,cofbagcan5,3456,4608,35.227377,128.639233,0,1,1,0,0
51,cofcan1,4608,3456,35.228042,128.639843,0,1,1,0,0
52,cofcan2,4608,3456,35.228042,128.639843,0,1,1,0,0
53,cofho1,4608,3456,35.227703,128.639533,0,1,1,0,0
54,cofho2,4608,3456,35.227703,128.639533,0,1,1,0,0
55,colbag1,3456,4608,35.227508,128.63941,0,1,0,0,0
56,colbag2,4608,3456,35.227508,128.63941,0,1,0,0,0
57,colbag3,4608,3456,35.227508,128.63941,0,1,0,0,0
58,colbag4,4608,3456,35.227508,128.63941,0,1,0,0,0
59,colbag5,4608,3456,35.227508,128.63941,0,1,0,0,0
60,colbag6,4608,3456,35.227508,128.63941,0,1,0,0,0
61,colbag7,3456,4608,35.227508,128.63941,0,1,0,0,0
62,colbag8,3456,4608,35.227508,128.63941,0,1,0,0,0
63,cup1,4608,3456,35.226626,128.63887,0,0,0,0,1
64,cup2,4608,3456,35.226626,128.63887,0,0,0,0,1
65,cup3,4608,3456,35.226626,128.63887,0,0,0,0,1
66,cup4,4608,3456,35.226626,128.63887,0,0,0,0,1
67,cup5,4608,3456,35.226626,128.63887,0,0,0,0,1
68,cup6,4608,3456,35.226626,128.63887,0,0,0,0,1
69,cup7,4608,3456,35.226626,128.63887,0,0,0,0,1
70,cup8,4608,3456,35.226626,128.63887,0,0,0,0,1
71,cup9,4608,3456,35.226626,128.63887,0,0,0,0,1
72,cup10,4608,3456,35.226626,128.63887,0,0,0,0,1
73,cup11,4608,3456,35.226626,128.63887,0,0,0,0,1
74,cup12,4608,3456,35.226626,128.63887,0,0,0,0,1
75,cup13,4608,3456,35.226626,128.63887,0,0,0,0,1
76,cup14,3456,4608,35.226626,128.63887,0,0,0,0,1
77,glbot1,4608,3456,35.228599,128.640383,0,0,0,1,0
78,glbot2,4608,3456,35.228599,128.640383,0,0,0,1,0
79,glbot3,3456,4608,35.228599,128.640383,0,0,0,1,0
80,glbot4,3456,4608,35.228599,128.640383,0,0,0,1,0
81,glbot5,3456,4608,35.228599,128.640383,0,0,0,1,0
82,glbot6,3456,4608,35.228599,128.640383,0,0,0,1,0
83,ho1,4608,3456,35.226351,128.638321,0,0,1,0,0
84,ho2,4608,3456,35.226351,128.638321,0,0,1,0,0
85,ho3,4608,3456,35.226351,128.638321,0,0,1,0,0
86,pabag1,3456,4608,35.226727,128.639312,0,0,0,0,1
87,pabag2,3456,4608,35.226727,128.639312,0,0,0,0,1
88,pabag3,4608,3456,35.226727,128.639312,0,0,0,0,1
89,pabag4,4608,3456,35.226727,128.639312,0,0,0,0,1
90,pabag5,4608,3456,35.226727,128.639312,0,0,0,0,1
91,pabag6,4608,3456,35.226727,128.639312,0,0,0,0,1
92,pabag7,3456,4608,35.226727,128.639312,0,0,0,0,1
93,pabag8,3456,4608,35.226727,128.639312,0,0,0,0,1
94,pabag9,3456,4608,35.226727,128.639312,0,0,0,0,1
95,pabag10,3456,4608,35.226727,128.639312,0,0,0,0,1
96,pabag11,3456,4608,35.226727,128.639312,0,0,0,0,1
97,pabag12,4608,3456,35.226727,128.639312,0,0,0,0,1
98,pabag13,4608,3456,35.226727,128.639312,0,0,0,0,1
99,plcup1,4608,3456,35.226954,128.639147,0,1,0,0,0
100,plcup2,4608,3456,35.226954,128.639147,0,1,0,0,0
101,plcup3,4608,3456,35.226954,128.639147,0,1,0,0,0
102,plcup4,4608,3456,35.226954,128.639147,0,1,0,0,0
103,plcup5,4608,3456,35.226954,128.639147,0,1,0,0,0
104,plcup6,4608,3456,35.226954,128.639147,0,1,0,0,0
105,plcup7,4608,3456,35.226954,128.639147,0,1,0,0,0
106,plcup8,3456,4608,35.226954,128.639147,0,1,0,0,0
107,plcupbag1,3456,4608,35.22628,128.63822,0,1,0,0,0
108,sty1,4608,3456,35.226208,128.638147,0,0,0,0,0
109,sty2,4608,3456,35.226208,128.638147,0,0,0,0,0
110,sty3,4608,3456,35.226208,128.638147,0,0,0,0,0
111,sty4,4608,3456,35.226208,128.638147,0,0,0,0,0
112,sty5,4608,3456,35.226208,128.638147,0,0,0,0,0
113,sty6,3456,4608,35.226208,128.638147,0,0,0,0,0
114,tap1,3456,4608,35.226506,128.638738,0,0,1,0,0
115,tap2,3456,4608,35.226506,128.638738,0,0,1,0,0
116,tap3,3456,4608,35.226506,128.638738,0,0,1,0,0
117,tap4,3456,4608,35.226506,128.638738,0,0,1,0,0
118,tap5,4608,3456,35.226506,128.638738,0,0,1,0,0
119,tap6,4608,3456,35.226506,128.638738,0,0,1,0,0
120,tap7,4608,3456,35.226506,128.638738,0,0,1,0,0
