Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,1,3024,4032,37.56,126.97,1,0,0,0,0
2,2,3024,4032,37.56,126.97,1,0,0,0,0
3,3,3024,4032,37.56,126.97,1,0,0,0,0
4,4,3024,4032,37.56,126.97,1,0,0,0,0
5,5,3024,4032,37.56,126.97,1,0,0,0,0
6,6,3024,4032,37.56,126.97,1,0,0,0,0
7,7,3024,4032,37.56,126.97,1,0,0,0,0
8,8,3024,4032,37.56,126.97,1,0,0,0,0
9,9,3024,4032,37.56,126.97,1,0,0,0,0
10,10,3024,4032,37.56,126.97,1,0,0,0,0
11,11,3024,4032,37.56,126.97,1,0,0,0,0
12,12,3024,4032,37.56,126.97,1,0,0,0,0
13,13,3024,4032,37.56,126.97,1,0,0,0,0
14,14,3024,4032,37.56,126.97,1,0,0,0,0
15,15,3024,4032,37.56,126.97,1,0,0,0,0
16,16,3024,4032,37.56,126.97,1,0,0,0,0
17,17,3024,4032,37.56,126.97,1,0,0,0,0
18,18,3024,4032,37.56,126.97,1,0,0,0,0
19,19,3024,4032,37.56,126.97,1,0,0,0,0
20,20,3024,4032,37.56,126.97,1,0,0,0,0
21,21,3024,4032,37.56,126.97,1,0,0,0,0
22,22,3024,4032,37.56,126.97,1,0,0,0,0
23,23,3024,4032,37.56,126.97,1,0,0,0,0
24,24,3024,4032,37.56,126.97,1,0,0,0,0
25,25,3024,4032,37.56,126.97,1,0,0,0,0
26,26,3024,4032,37.56,126.97,1,0,0,0,0
27,27,3024,4032,37.56,126.97,1,0,0,0,0
28,28,3024,4032,37.56,126.97,1,0,0,0,0
29,29,3024,4032,37.56,126.97,1,0,0,0,0
30,30,3024,4032,37.56,126.97,1,0,0,0,0
31,31,3024,4032,37.56,126.97,1,0,0,0,0
32,32,3024,4032,37.56,126.97,1,0,0,0,0
33,33,3024,4032,37.56,126.97,1,0,0,0,0
34,34,3024,4032,37.56,126.97,1,0,0,0,0
35,35,3024,4032,37.56,126.97,1,0,0,0,0
36,36,3024,4032,37.56,126.97,1,0,0,0,0
37,37,3024,4032,37.56,126.97,1,0,0,0,0
38,38,3024,4032,37.56,126.97,1,0,0,0,0
39,39,3024,4032,37.56,126.97,1,0,0,0,0
40,40,3024,4032,37.56,126.97,1,0,0,0,0
41,41,3024,4032,37.56,126.97,1,0,0,0,0
42,42,3024,4032,37.56,126.97,1,0,0,0,0
43,43,3024,4032,37.56,126.97,1,0,0,0,0
44,44,3024,4032,37.56,126.97,1,0,0,0,0
45,45,3024,4032,37.56,126.97,1,0,0,0,0
46,46,3024,4032,37.56,126.97,1,0,0,0,0
47,47,3024,4032,37.56,126.97,1,0,0,0,0
48,48,3024,4032,37.56,126.97,1,0,0,0,0
49,49,3024,4032,37.56,126.97,1,0,0,0,0
50,50,3024,4032,37.56,126.97,0,1,0,0,0
51,51,3024,4032,37.56,126.97,1,0,0,0,0
52,52,3024,4032,37.56,126.97,0,1,0,0,0
53,53,3024,4032,37.56,126.97,0,1,0,0,0
54,54,3024,4032,37.56,126.97,0,1,0,0,0
55,55,3024,4032,37.56,126.97,0,1,0,0,0
56,56,3024,4032,37.56,126.97,0,1,0,0,0
57,57,3024,4032,37.56,126.97,0,1,0,0,0
58,58,3024,4032,37.56,126.97,0,1,0,0,0
59,59,3024,4032,37.56,126.97,0,1,0,0,0
60,60,3024,4032,37.56,126.97,1,0,0,0,0
61,61,3024,4032,37.56,126.97,1,0,0,0,0
62,62,3024,4032,37.56,126.97,0,1,0,0,0
63,63,3024,4032,37.56,126.97,0,1,0,0,0
64,64,3024,4032,37.56,126.97,0,1,0,0,0
65,65,3024,4032,37.56,126.97,1,0,0,0,0
66,66,3024,4032,37.56,126.97,0,1,0,0,0
67,67,3024,4032,37.56,126.97,0,1,0,0,0
68,68,3024,4032,37.56,126.97,0,1,0,0,0
69,69,3024,4032,37.56,126.97,1,0,0,0,0
70,70,3024,4032,37.56,126.97,0,1,0,0,0
