Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,1,3024,4032,37.39,126.46,1,0,0,0,0
2,2,3024,4032,37.39,126.46,1,0,0,0,0
3,3,3024,4032,37.39,126.46,1,0,0,0,0
4,4,3024,4032,37.39,126.46,1,0,0,0,0
5,5,3024,4032,37.39,126.46,0,0,0,1,1
6,6,3024,4032,37.39,126.46,0,0,0,1,1
7,7,3024,4032,37.39,126.46,0,0,0,1,1
8,8,3024,4032,37.39,126.46,0,0,0,1,1
9,9,3024,4032,37.43,126.42,1,0,0,0,0
10,10,3024,4032,37.43,126.42,1,0,0,0,0
11,11,3024,4032,37.43,126.42,1,0,0,0,0
12,12,3024,4032,37.43,126.42,1,0,0,0,0
13,13,3024,4032,37.43,126.42,1,0,0,0,0
14,14,3024,4032,37.43,126.42,1,0,0,0,0
15,15,3024,4032,37.43,126.42,1,0,0,0,1
16,16,3024,4032,37.43,126.42,1,0,0,0,1
17,17,3024,4032,37.43,126.42,1,0,0,0,1
18,18,3024,4032,37.43,126.42,1,0,0,0,1
19,19,3024,4032,37.43,126.42,1,0,0,0,1
20,20,3024,4032,37.43,126.42,1,0,0,0,1
21,21,3024,4032,37.43,126.42,1,0,0,0,1
22,22,3024,4032,37.43,126.42,1,0,0,0,1
23,23,3024,4032,37.43,126.42,0,1,0,0,0
24,24,3024,4032,37.43,126.42,0,1,0,0,0
25,25,3024,4032,37.43,126.42,0,1,0,0,0
26,26,3024,4032,37.43,126.42,0,1,0,0,0
27,27,3024,4032,37.43,126.42,0,1,0,0,0
28,28,3024,4032,37.35,127.1,1,0,0,0,0
29,29,3024,4032,37.35,127.1,1,0,0,0,0
30,30,3024,4032,37.35,127.1,1,0,0,0,1
31,31,3024,4032,37.35,127.1,1,0,0,0,0
32,32,3024,4032,37.35,127.1,1,0,0,0,1
33,33,3024,4032,37.35,127.1,1,0,0,0,0
34,34,3024,4032,37.35,127.1,0,0,0,0,1
35,35,3024,4032,37.35,127.1,0,0,0,0,1
36,36,3024,4032,37.35,127.1,1,0,0,0,1
37,37,4032,3024,37.44,126.43,0,1,0,0,0
38,38,3024,4032,37.44,126.43,0,1,0,0,0
39,39,3024,4032,37.44,126.43,0,1,0,0,0
40,40,3024,4032,37.44,126.43,0,1,0,0,0
41,41,3024,4032,37.44,126.43,0,2,0,0,0
42,42,3024,4032,37.44,126.43,0,1,0,0,0
43,43,3024,4032,37.44,126.43,0,1,0,0,0
44,44,3024,4032,37.44,126.43,1,0,0,0,0
45,45,3024,4032,37.44,126.43,1,0,0,0,0
46,46,3024,4032,37.44,126.43,1,0,0,0,0
47,47,3024,4032,37.44,126.43,1,0,0,0,0
48,48,3024,4032,37.44,126.43,1,0,0,0,0
49,49,3024,4032,37.44,126.43,1,0,0,0,0
50,50,4032,3024,37.44,126.43,0,1,0,0,1
51,51,4032,3024,37.44,126.43,0,1,0,0,1
52,52,4032,3024,37.44,126.43,0,1,0,0,1
53,53,4032,3024,37.44,126.43,0,1,0,0,1
54,54,4032,3024,37.44,126.43,0,1,0,0,1
55,55,4032,3024,37.44,126.43,0,1,0,0,1
56,56,4032,3024,37.44,126.43,0,1,0,0,1
57,57,4032,3024,37.44,126.43,0,1,0,0,1
58,58,3024,4032,37.44,126.43,0,1,0,0,1
59,59,3024,4032,37.44,126.43,0,1,0,0,1
60,60,3024,4032,37.44,126.43,0,1,0,0,1
61,61,3024,4032,37.44,126.43,0,1,0,0,1
62,62,3024,4032,37.44,126.43,0,1,0,0,1
63,63,3024,4032,37.44,126.43,0,1,0,0,1
64,64,3024,4032,37.44,126.43,0,1,0,0,1
65,65,3024,4032,37.44,126.43,1,0,0,0,0
66,66,3024,4032,37.44,126.43,1,0,0,0,0
67,67,3024,4032,37.44,126.43,0,0,1,0,0
68,68,3024,4032,37.44,126.43,0,0,1,0,0
69,69,3024,4032,37.44,126.43,0,1,1,0,0
70,70,3024,4032,37.44,126.43,0,1,1,0,0
71,71,3024,4032,37.44,126.43,0,1,1,0,0
72,72,3024,4032,37.44,126.43,0,1,0,0,0
73,73,3024,4032,37.44,126.43,1,0,0,0,0
74,74,3024,4032,37.44,126.43,0,1,0,0,0
75,75,3024,4032,37.43,126.43,0,1,0,0,0
76,76,3024,4032,37.43,126.43,0,1,0,0,0
77,77,3024,4032,37.43,126.43,0,1,0,0,0
78,78,3024,4032,37.43,126.43,0,1,0,0,0
79,79,3024,4032,37.43,126.43,0,1,0,0,0
80,80,3024,4032,37.43,126.43,0,1,0,0,0
81,81,3024,4032,37.43,126.43,0,1,0,0,0
82,82,3024,4032,37.43,126.43,0,1,0,0,0
83,83,3024,4032,37.43,126.43,1,0,0,0,0
84,84,3024,4032,37.43,126.43,1,0,0,0,0
85,85,3024,4032,37.43,126.43,1,0,0,0,0
86,86,3024,4032,37.43,126.43,1,0,0,0,0
87,87,3024,4032,37.43,126.43,0,1,0,0,0
88,88,3024,4032,37.43,126.43,0,1,0,0,0
89,89,3024,4032,37.43,126.43,0,1,0,0,0
90,90,3024,4032,37.43,126.43,0,1,0,0,0
91,91,3024,4032,37.43,126.43,0,0,1,0,0
92,92,3024,4032,37.43,126.43,0,0,1,0,0
93,93,3024,4032,37.43,126.43,0,0,1,0,0
94,94,3024,4032,37.43,126.43,0,0,1,0,0
95,95,3024,4032,37.43,126.43,0,0,1,0,0
96,96,3024,4032,37.43,126.43,0,0,1,0,0
97,97,3024,4032,37.43,126.43,0,0,0,1,0
98,98,3024,4032,37.43,126.43,0,0,0,1,0
99,99,3024,4032,37.43,126.43,0,0,0,1,0
100,100,3024,4032,37.43,126.43,0,0,0,1,0
101,101,3024,4032,37.43,126.43,0,1,0,0,0
102,102,3024,4032,37.43,126.43,0,1,0,0,0
103,103,3024,4032,37.43,126.43,0,1,0,0,0
104,104,3024,4032,37.43,126.43,0,1,0,0,0
105,105,3024,4032,37.43,126.43,0,1,0,0,0
