Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,IMG_0002,3024,3024,37.31,126.55,0,0,0,0,1
2,IMG_0004,3024,3024,37.31,126.55,0,1,0,0,0
3,IMG_0006,3024,3024,37.31,126.55,1,0,0,0,0
4,IMG_0009,3024,3024,37.31,126.55,1,0,0,0,1
5,IMG_0010,3024,3024,37.31,126.55,0,0,0,0,1
6,IMG_0012,3024,3024,37.32,126.55,0,1,0,0,0
7,IMG_0015,3024,3024,37.32,126.55,0,1,0,0,0
8,IMG_0016,3024,3024,37.32,126.55,0,1,0,0,0
9,IMG_0017,3024,3024,37.32,126.55,1,0,0,0,0
10,IMG_0018,3024,3024,37.32,126.55,0,0,0,0,1
11,IMG_0019,3024,3024,37.32,126.55,0,0,0,0,1
12,IMG_0020,3024,3024,37.32,126.55,0,0,0,0,1
13,IMG_0022,3024,3024,37.32,126.54,1,0,0,0,0
14,IMG_0023,3024,3024,37.32,126.54,1,0,0,0,0
15,IMG_0024,3024,3024,37.32,126.54,0,1,0,0,0
16,IMG_0025,3024,3024,37.32,126.54,0,1,0,0,0
17,IMG_0026,3024,3024,37.32,126.54,0,1,0,0,0
18,IMG_0030,3024,3024,37.32,126.54,1,0,0,0,0
19,IMG_0032,3024,3024,37.31,126.54,0,1,0,0,0
20,IMG_0033,3024,3024,37.31,126.54,0,1,0,0,0
21,IMG_0035,3024,3024,37.31,126.54,0,1,0,0,0
22,IMG_0036,3024,3024,37.31,126.54,0,1,0,0,0
23,IMG_0037,3024,3024,37.31,126.54,0,1,0,0,0
24,IMG_0038,3024,3024,37.31,126.54,1,0,0,0,0
25,IMG_0041,3024,3024,37.31,126.54,1,0,0,0,0
26,IMG_0042,3024,3024,37.31,126.54,1,0,0,0,0
27,IMG_0082,3024,3024,37.35,127.1,1,0,0,0,0
28,IMG_0089,3024,3024,37.35,127.1,1,0,0,0,0
29,IMG_0093,3024,3024,127.1,127.1,1,0,0,0,0
30,IMG_0127,3024,3024,37.28,126.55,0,0,0,0,1
31,IMG_0129,3024,3024,37.28,126.55,0,1,0,0,0
32,IMG_0130,3024,3024,37.28,126.55,1,0,0,0,0
33,IMG_0131,3024,3024,37.28,126.55,1,0,0,0,0
34,IMG_0132,3024,3024,37.28,126.55,1,0,0,0,0
35,IMG_0133,3024,3024,37.28,126.55,0,0,0,0,1
36,IMG_0134,3024,3024,37.28,126.55,0,0,0,0,1
37,IMG_0135,3024,3024,37.28,126.55,0,0,0,0,1
38,IMG_0136,3024,3024,37.28,126.55,0,0,0,0,1
39,IMG_0137,3024,3024,37.28,126.55,1,0,0,0,0
40,IMG_0138,3024,3024,37.28,126.55,1,0,0,0,0
41,IMG_0139,3024,3024,37.28,126.55,1,0,0,0,0
42,IMG_0140,3024,3024,37.28,126.55,1,0,0,0,0
43,IMG_0141,3024,3024,37.28,126.55,1,0,0,0,0
44,IMG_0142,3024,3024,37.28,126.55,0,0,0,0,1
45,IMG_0143,3024,3024,37.28,126.55,1,0,0,0,0
46,IMG_0144,3024,3024,37.28,126.55,1,0,0,0,0
47,IMG_0145,3024,3024,37.28,126.55,1,0,0,0,0
48,IMG_0145,3024,3024,37.28,126.55,1,0,0,0,0
49,IMG_0147,3024,3024,37.28,126.55,0,0,0,0,1
50,IMG_0148,3024,3024,37.28,126.55,1,0,0,0,0
51,IMG_0149,3024,3024,37.28,126.55,1,0,0,0,0
52,IMG_0150,3024,3024,37.28,126.55,1,0,0,0,0
53,IMG_0151,3024,3024,37.28,126.55,1,0,0,0,0
54,IMG_0152,3024,3024,37.28,126.55,0,1,0,0,0
55,IMG_0153,3024,3024,37.28,126.55,0,1,0,0,0
56,IMG_0154,3024,3024,37.28,126.55,0,1,0,0,0
57,IMG_0155,3024,3024,37.28,126.55,1,0,0,0,0
58,IMG_0156,3024,3024,37.28,126.55,1,0,0,0,0
59,IMG_0157,3024,3024,37.28,126.55,1,0,0,0,0
60,IMG_0158,3024,3024,37.28,126.55,1,0,0,0,0
61,IMG_0159,3024,3024,37.28,126.55,1,0,0,0,0
62,IMG_0160,3024,3024,37.28,126.55,1,0,0,0,0
63,IMG_0161,3024,3024,37.28,126.55,1,0,0,0,0
64,IMG_0162,3024,3024,37.28,126.55,1,0,0,0,0
65,IMG_0171,3024,3024,37.29,126.55,0,0,0,0,1
66,IMG_0172,3024,3024,37.29,126.55,0,0,0,0,1
67,IMG_0173,3024,3024,37.29,126.55,1,0,0,0,0
68,IMG_0174,3024,3024,37.29,126.55,1,0,0,0,0
69,IMG_0175,3024,3024,37.29,126.55,1,0,0,0,0
70,IMG_0177,3024,3024,37.29,126.55,0,1,0,0,0
71,IMG_0180,3024,3024,37.29,126.55,0,1,0,0,0
72,IMG_0178,3024,3024,37.29,126.55,0,1,0,0,0
