Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,20221009_101425.heic,3024,4032,37.6638,126.623,1,1,0,0,0
2,20221009_101435.heic,4032,3024,37.6638,126.623,0,1,1,0,1
3,20221009_101438.heic,4032,3024,37.6638,126.623,1,1,0,0,0
4,20221009_101453.heic,3024,4032,37.6638,126.623,1,1,1,0,1
5,20221009_101501.heic,3024,4032,37.6638,126.623,1,1,0,0,0
6,20221009_101518.heic,3024,4032,37.6638,126.623,0,1,1,0,0
7,20221009_101522.heic,4032,3024,37.6638,126.623,0,1,0,0,0
8,20221009_101524.heic,4032,3024,37.6638,126.623,1,0,0,0,0
9,20221009_101618.heic,3024,4032,37.6638,126.623,1,0,0,0,0
10,20221009_101625.heic,4032,3024,37.6638,126.623,1,0,0,0,0
11,20221009_101633.heic,4032,3024,37.6638,126.623,1,0,0,0,0
12,20221009_101657.heic,4032,3024,37.6638,126.623,1,0,0,0,1
13,20221009_101700.heic,4032,3024,37.6638,126.623,1,0,0,0,1
14,20221009_101703.heic,4032,3024,37.6638,126.623,1,0,0,0,1
15,20221009_104553.heic,4032,3024,37.6385,126.5423,0,1,0,0,0
16,20221009_104559.heic,4032,3024,37.6385,126.5423,1,0,1,0,0
17,20221009_104602.heic,4032,3024,37.6385,126.5423,0,1,0,0,0
18,20221009_104712.heic,3024,4032,37.6385,126.5423,1,0,0,0,0
19,20221009_104729.heic,3024,4032,37.6385,126.5423,1,0,0,0,0
20,20221009_104750.heic,3024,4032,37.6385,126.5423,0,1,0,0,1
21,20221009_104753.heic,3024,4032,37.6385,126.5423,1,0,0,0,0
22,20221009_104807.heic,3024,4032,37.6385,126.5423,0,1,0,0,0
23,20221009_104812.heic,4032,3024,37.6385,126.5423,0,1,0,0,0
24,20221009_104814.heic,4032,3024,37.6385,126.5423,0,1,0,0,0
25,20221009_104907.heic,3024,4032,37.6385,126.5423,0,0,1,0,1
26,20221009_104923.heic,3024,4032,37.6385,126.5423,1,0,0,0,0
27,20221009_104926.heic,3024,4032,37.6385,126.5423,1,0,0,0,0
28,20221009_104928.heic,3024,4032,37.6385,126.5423,0,0,1,0,0
29,20221009_104931.heic,3024,4032,37.6385,126.5423,0,0,1,0,0
30,20221009_104937.heic,3024,4032,37.6385,126.5423,1,0,0,0,0
31,20221009_104941.heic,3024,4032,37.6385,126.5423,1,0,0,0,0
32,20221009_113840.heic,3024,4032,37.635739,126.531532,1,1,0,0,1
33,20221009_114020.heic,3024,4032,37.635739,126.531532,1,1,1,1,1
34,20221009_114022.heic,3024,4032,37.635739,126.531532,1,1,1,1,1
35,20221009_114033.heic,3024,4032,37.635739,126.531532,1,1,1,1,1
36,20221009_114036.heic,3024,4032,37.635739,126.531532,1,1,1,1,1
37,20221009_114043.heic,4032,3024,37.635739,126.531532,1,0,0,0,1
38,20221009_114049.heic,4032,3024,37.635739,126.531532,1,1,1,0,1
39,20221009_114002.heic,3024,4032,37.635739,126.531532,1,1,1,0,1
40,20221009_114202.heic,3024,4032,37.635739,126.531532,1,1,1,1,1
41,20221009_114207.heic,3024,4032,37.635739,126.531532,1,1,0,0,1
42,20221009_114209.heic,3024,4032,37.635739,126.531532,1,1,0,0,0
43,20221009_114211.heic,3024,4032,37.635739,126.531532,1,1,0,0,0
44,20221013_164042.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
45,20221013_164050.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
46,20221013_164052.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
47,20221013_164224.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
48,20221013_164315.heic,3024,4032,37.590412,127.016685,0,1,0,0,0
49,20221013_164331.heic,3024,4032,37.590412,127.016685,0,1,0,0,0
50,20221013_164334.heic,3024,4032,37.590412,127.016685,0,1,0,0,0
51,20221013_164336.heic,3024,4032,37.590412,127.016685,0,1,0,0,0
52,20221013_164339.heic,3024,4032,37.590412,127.016685,0,1,0,0,0
53,20221013_164348.heic,4032,3024,37.590412,127.016685,0,1,0,0,0
54,20221013_164351.heic,4032,3024,37.590412,127.016685,0,1,0,0,0
55,20221013_164544.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
56,20221013_164548.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
57,20221013_164614.heic,3024,4032,37.590412,127.016685,0,0,0,0,1
58,20221013_164617.heic,3024,4032,37.590412,127.016685,0,0,0,0,1
59,20221013_164624.heic,3024,4032,37.590412,127.016685,0,0,0,0,1
60,20221013_164628.heic,3024,4032,37.590412,127.016685,0,0,0,0,1
61,20221013_165017.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
62,20221013_165023.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
63,20221013_165038.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
64,20221013_165042.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
65,20221013_165047.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
66,20221013_165100.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
67,20221013_165103.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
68,20221013_165110.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
69,20221013_165411.heic,3024,4032,37.590412,127.016685,0,0,0,0,1
70,20221013_165419.heic,3024,4032,37.590412,127.016685,0,0,0,0,1
71,20221013_170036.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
72,20221013_170039.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
73,20221013_170041.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
74,20221013_170046.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
75,20221013_170049.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
76,20221013_170053.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
77,20221013_170058.heic,4032,3024,37.590412,127.016685,1,0,0,0,0
78,20221013_170100.heic,4032,3024,37.590412,127.016685,1,0,0,0,0
79,20221013_170200.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
80,20221013_170203.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
81,20221013_170209.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
82,20221013_170214.heic,3024,4032,37.590412,127.016685,1,0,0,0,0
83,1665847582689-0.jpg,1440,1080,37.708921,126.607534,0,1,0,0,0
84,1665847582689-1.jpg,1440,1080,37.708921,126.607534,0,1,0,0,0
85,1665847582689-2.jpg,1440,1080,37.708921,126.607534,1,0,0,0,0
86,1665847582689-3.jpg,1440,1080,37.708921,126.607534,1,0,0,0,0
87,1665847582689-4.jpg,1080,1440,37.708921,126.607534,1,0,0,0,0
88,1665847584975-0.jpg,1440,1080,37.708921,126.607534,1,0,0,0,0
89,1665847584975-1.jpg,1440,1080,37.708921,126.607534,1,0,0,0,0
90,1665847584975-2.jpg,1440,1080,37.708921,126.607534,1,0,0,0,0
91,1665847584975-3.jpg,1440,1080,37.708921,126.607534,1,0,0,0,0
92,1665847584975-4.jpg,1080,1440,37.708921,126.607534,1,0,0,0,0
93,1665847589604-0.jpg,1080,1440,37.708921,126.607534,1,0,0,0,0
94,1665847589604-1.jpg,1080,1440,37.708921,126.607534,0,0,1,0,0
95,1665847589604-2.jpg,1080,1440,37.708921,126.607534,1,0,0,0,0
96,1665847589604-3.jpg,1080,1440,37.708921,126.607534,1,0,0,0,0
97,1665847589604-4.jpg,1080,1440,37.708921,126.607534,1,0,0,0,0
98,1665847592113-0.jpg,1440,1080,37.708921,126.607534,1,1,0,0,1
99,1665847592113-1.jpg,1080,1440,37.708921,126.607534,0,1,0,0,0
100,1665899057085.jpg,1440,1080,37.630744,126.71113,1,1,0,0,0
