Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,IMG_001.jpg,3024,4032,37.59,127.01,1,0,0,0,0
2,IMG_002.jpg,2268,4032,37.59,127.01,0,0,0,0,1
3,IMG_003.jpg,2268,4032,37.59,127.01,0,0,0,0,1
4,IMG_004.jpg,2268,4032,37.59,127.01,0,1,0,0,0
5,IMG_005.jpg,2268,4032,37.59,127.01,0,1,0,0,0
6,IMG_006.jpg,2268,4032,37.59,127.01,0,1,0,0,0
7,IMG_007.jpg,2268,4032,37.59,127.01,0,1,0,0,0
8,IMG_008.jpg,2268,4032,37.59,127.01,0,1,0,0,0
9,IMG_009.jpg,2268,4032,37.59,127.01,0,1,0,0,0
10,IMG_010.jpg,2268,4032,37.59,127.01,0,1,0,0,0
11,IMG_011.jpg,2268,4032,37.59,127.01,0,1,0,0,0
12,IMG_012.jpg,2268,4032,37.59,127.01,0,1,0,0,0
13,IMG_013.jpg,2268,4032,37.59,127.01,1,0,0,0,0
14,IMG_014.jpg,2268,4032,37.59,127.01,0,1,0,0,0
15,IMG_015.jpg,2268,4032,37.59,127.01,1,0,0,0,0
16,IMG_016.jpg,2268,4032,37.59,127.01,0,1,0,0,0
17,IMG_017.jpg,2268,4032,37.58,127.01,0,1,0,0,0
18,IMG_018.jpg,2268,4032,37.58,127.01,1,0,0,0,0
19,IMG_019.jpg,2268,4032,37.58,127.01,0,0,0,0,1
20,IMG_020.jpg,2268,4032,37.58,127.01,0,0,1,0,0
21,IMG_021.jpg,2268,4032,37.58,127.01,0,0,1,0,0
22,IMG_022.jpg,2268,4032,37.58,127.01,1,0,0,0,0
23,IMG_023.jpg,2268,4032,37.58,127.01,1,0,0,0,0
24,IMG_024.jpg,2268,4032,37.58,127.01,1,0,0,0,0
25,IMG_025.jpg,2268,4032,37.58,127.01,1,0,0,0,0
26,IMG_026.jpg,2268,4032,37.58,127.01,0,1,0,0,0
27,IMG_027.jpg,2268,4032,37.58,127.01,0,1,0,0,0
28,IMG_028.jpg,2268,4032,37.58,127.01,0,1,0,0,0
29,IMG_029.jpg,2268,4032,37.54,127.03,0,1,0,0,0
30,IMG_030.jpg,2268,4032,37.54,127.03,0,1,0,0,0
31,IMG_031.jpg,2268,4032,37.54,127.03,0,1,0,0,0
32,IMG_032.jpg,2268,4032,37.54,127.03,0,1,0,0,0
33,IMG_033.jpg,2268,4032,37.54,127.03,0,1,0,0,0
34,IMG_034.jpg,2268,4032,37.59,127.01,1,0,0,0,0
35,IMG_035.jpg,2268,4032,37.59,127.01,1,0,0,0,0
36,IMG_036.jpg,2268,4032,37.59,127.01,1,0,0,0,0
37,IMG_037.jpg,2268,4032,37.59,127.01,1,0,0,0,0
38,IMG_038.jpg,2268,4032,37.59,127.01,1,0,0,0,0
39,IMG_039.jpg,2268,4032,37.59,127.01,0,1,0,0,0
40,IMG_040.jpg,2268,4032,37.59,127.01,0,1,0,0,0
41,IMG_041.jpg,2268,4032,37.59,127.01,0,1,0,0,0
42,IMG_042.jpg,2268,4032,37.59,127.01,0,1,0,0,0
43,IMG_043.jpg,2268,4032,37.59,127.01,0,1,0,0,0
44,IMG_044.jpg,2268,4032,37.59,127.01,0,1,0,0,0
45,IMG_045.jpg,2268,4032,37.59,127.01,0,1,0,0,0
46,IMG_046.jpg,2268,4032,37.59,127.01,0,1,0,0,0
47,IMG_047.jpg,2268,4032,37.59,127.01,0,1,0,0,0
48,IMG_048.jpg,2268,4032,37.59,127.01,0,1,0,0,0
49,IMG_049.jpg,2268,4032,37.59,127.01,0,1,0,0,0
50,IMG_050.jpg,2268,4032,37.59,127.01,1,0,0,0,0
51,IMG_051.jpg,2268,4032,37.59,127.01,1,0,0,0,0
52,IMG_052.jpg,2268,4032,37.59,127.01,1,0,0,0,0
53,IMG_053.jpg,2265,4026,37.59,127.01,0,0,1,0,0
54,IMG_054.jpg,2267,4030,37.59,127.01,0,0,1,0,0
55,IMG_055.jpg,2267,4030,37.59,127.01,0,0,1,0,0
