Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,sample001,2048,1536,37.52943,127.06538,0,0,0,0,1
2,sample002,1536,2048,37.5293,127.06546,1,0,0,0,1
3,sample003,3024,4032,37.52936,127.06536,1,0,0,0,1
4,sample004,1536,2049,37.52943,127.06537,1,0,0,0,0
5,sample005,3024,4032,37.52941,127.06535,0,0,0,0,1
6,sample006,1536,2048,37.5293,127.06551,0,0,0,0,1
7,sample007,1536,2049,37.52941,127.06535,1,0,0,0,0
8,sample008,1536,2049,37.52941,127.06537,0,1,0,0,0
9,sample009,3024,4032,37.52941,127.06536,0,1,0,0,0
10,sample010,3024,4032,37.5294,127.06535,1,0,0,0,0
11,sample011,3024,4032,37.5294,127.06535,1,0,0,0,0
12,sample012,1536,2049,37.5294,127.06535,0,0,0,0,1
13,sample013,3024,4032,37.5294,127.06532,0,0,0,0,1
14,sample014,2048,1536,37.52923,127.06541,0,0,0,0,1
15,sample015,3024,4032,37.5294,127.06535,0,0,0,0,1
16,sample016,1536,2049,37.5294,127.06535,0,0,0,0,1
17,sample017,3024,4032,37.5294,127.06534,0,0,0,0,1
18,sample018,1536,2049,37.5294,127.06534,0,0,0,0,1
19,sample019,1536,2048,37.52934,127.06542,1,0,0,0,0
20,sample020,1536,2049,37.52941,127.06535,1,0,0,0,0
21,sample021,1536,2049,37.52943,127.06535,1,0,0,0,0
22,sample022,2049,1536,37.5294,127.06534,0,1,0,0,0
23,sample023,2049,1536,37.52935,127.06536,0,1,0,0,0
24,sample024,1536,2048,37.52933,127.06541,1,0,0,0,0
25,sample025,3024,4032,37.5294,127.06535,0,0,0,0,1
26,sample026,1536,2049,37.52943,127.06533,0,0,0,0,1
27,sample027,3024,4032,37.52944,127.06533,0,0,0,0,1
28,sample028,3024,4032,37.52946,127.06534,0,0,0,0,1
29,sample029,1536,2048,37.52945,127.06533,0,0,0,0,1
30,sample030,3024,4032,37.52946,127.06536,0,0,0,0,1
31,sample031,1536,2049,37.52944,127.06544,1,0,0,0,0
32,sample032,3024,4032,37.52945,127.06537,1,0,0,0,0
33,sample033,1536,2049,37.52942,127.06542,1,0,0,0,0
34,sample034,3024,4032,37.5294,127.0654,1,0,0,0,0
35,sample035,1536,2049,37.52933,127.06544,1,0,0,0,0
36,sample036,2048,1536,37.52943,127.06533,1,0,0,0,0
37,sample037,3024,4032,37.52943,127.06543,1,0,0,0,0
38,sample038,1536,2049,37.52942,127.06544,1,0,0,0,0
39,sample039,2048,1536,37.52942,127.06542,1,0,0,0,0
40,sample040,1536,2049,37.52943,127.06541,1,0,0,0,0
41,sample041,1536,2049,37.52941,127.06541,1,0,0,0,0
42,sample042,4032,3024,37.52944,127.0654,1,0,0,0,0
43,sample043,1536,2049,37.52943,127.06536,1,0,0,0,0
44,sample044,1536,2049,37.5294,127.06535,1,0,0,0,0
45,sample045,2049,1536,37.5294,127.06538,0,1,0,0,0
46,sample046,2049,1536,37.5293,127.06539,0,1,0,0,0
47,sample047,1536,2049,37.52943,127.06541,0,1,0,0,0
48,sample048,4032,3024,37.52942,127.06539,1,0,0,0,0
49,sample049,1536,2049,37.52944,127.06543,1,0,0,0,0
50,sample050,2049,1536,37.52944,127.06544,1,0,0,0,0
51,sample051,1536,2049,37.52942,127.06542,1,0,0,0,0
52,sample052,1536,2049,37.52941,127.06541,1,0,0,0,0
53,sample053,1536,2049,37.6766,126.8164,0,1,0,0,0
54,sample054,3024,4032,37.67659,126.8164,0,0,0,0,1
55,sample055,3024,4032,37.6766,126.81638,0,0,0,0,1
56,sample056,3024,4032,37.67661,126.81638,0,0,0,0,1
57,sample057,4032,3024,37.67659,126.81639,0,0,0,0,1
58,sample058,3024,4032,37.67662,126.81641,1,0,0,0,0
59,sample059,3024,4032,37.67661,126.8164,0,0,0,0,1
60,sample060,3024,4032,37.6766,126.81638,0,0,0,0,1
61,sample061,3024,4032,37.67659,126.81639,0,1,0,0,0
62,sample062,3024,4032,37.67659,126.8164,1,0,0,0,0
63,sample063,4032,3024,37.6766,126.81639,0,0,0,0,1
64,sample064,4032,3024,37.67659,126.8164,0,0,0,0,1
65,sample065,3024,4032,37.67661,126.81639,1,0,0,0,0
66,sample066,1536,2049,37.67662,126.81642,1,0,0,0,0
67,sample067,3024,4032,37.67661,126.81642,1,0,0,0,0
68,sample068,3024,4032,37.67659,126.81639,1,0,0,0,0
69,sample069,4032,3024,37.6766,126.81638,1,0,0,0,1
70,sample070,4032,3024,37.67661,126.81639,0,0,0,0,1
71,sample071,3024,4032,37.6766,126.81638,1,0,0,0,0
72,sample072,3024,4032,37.67659,126.81639,0,0,0,0,1
73,sample073,3024,4032,37.67663,126.8164,1,1,0,0,0
74,sample074,4032,3024,37.67662,126.81639,0,0,0,0,1
75,sample075,1536,2048,37.52941,127.06541,1,0,0,0,0
76,sample076,1536,2049,37.67659,126.8164,1,0,0,0,0
77,sample077,1536,2049,37.6766,126.81641,0,0,0,0,1
78,sample078,2049,1536,37.67665,126.81639,0,0,0,0,1
79,sample079,1536,2049,37.67661,126.81641,1,0,0,0,0
80,sample080,1536,2049,37.67662,126.81642,1,0,0,0,0
81,sample081,2049,1536,37.67661,126.81643,1,0,0,0,1
82,sample082,2049,1536,37.6766,126.81639,0,0,0,0,1
83,sample083,1536,2049,37.67662,126.81641,1,0,0,0,0
84,sample084,1536,2049,37.52942,127.06541,1,0,0,0,0
85,sample085,1536,2049,37.52939,127.06542,1,0,0,0,0
86,sample086,1536,2049,37.52938,127.06539,1,0,0,0,0
87,sample087,1536,2049,37.52941,127.0654,1,0,0,0,0
88,sample088,1536,2049,37.52942,127.06542,1,0,0,0,0
89,sample089,1536,2049,37.52939,127.06539,1,0,0,0,0
90,sample090,2049,1536,37.52941,127.0654,1,0,0,0,0
91,sample091,1536,2049,37.5294,127.06541,1,0,0,0,0
92,sample092,2049,1536,37.52939,127.06542,1,0,0,0,0
93,sample093,2049,1536,37.52938,127.06542,1,0,0,0,0
94,sample094,2049,1536,37.52941,127.06541,1,0,0,0,0
95,sample095,1536,2049,37.52938,127.06544,1,0,0,0,0
96,sample096,1536,2049,37.52941,127.06544,1,0,0,0,0
97,sample097,1536,2049,37.52942,127.065441,0,0,0,0,1
98,sample098,1536,2049,37.52941,127.06539,1,0,0,0,0
99,sample099,2049,1536,37.67661,126.8164,1,0,0,0,1
