Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,W_M001,3000,3000,37.586,126.818,1,0,0,0,0
2,W_M002,3000,3000,37.586,126.818,1,0,0,0,0
3,W_M003,3000,3000,37.586,126.818,1,0,0,0,0
4,W_M004,3000,3000,37.586,126.818,1,0,0,0,0
5,W_M005,3000,3000,37.586,126.818,1,0,0,0,0
6,W_M006,3000,3000,37.586,126.818,0,1,0,0,0
7,W_M007,3000,3000,37.586,126.818,0,1,0,0,0
8,W_M008,3000,3000,37.586,126.818,0,1,0,0,0
9,W_M009,3000,3000,37.586,126.818,0,1,0,0,0
10,W_M010,3000,3000,37.586,126.818,0,1,0,0,0
11,W_M011,3000,3000,37.586,126.818,0,1,0,0,0
12,W_M012,3000,3000,37.586,126.818,0,1,0,0,0
13,W_M013,3000,3000,37.586,126.818,0,1,0,0,0
14,W_M014,3000,3000,37.586,126.818,0,1,0,0,0
15,W_M015,3000,3000,37.586,126.818,0,1,0,0,0
16,W_M016,3000,3000,37.586,126.818,0,1,0,0,0
17,W_M017,3000,3000,37.586,126.818,0,1,0,0,0
18,W_M018,3000,3000,37.586,126.818,0,1,0,0,0
19,W_M019,3000,3000,37.586,126.818,0,1,0,0,0
20,W_M020,3000,3000,37.586,126.818,0,1,0,0,0
21,W_M021,3000,3000,37.586,126.818,0,1,0,0,0
22,W_M022,3000,3000,37.586,126.818,0,1,0,0,0
23,W_M023,3000,3000,37.586,126.818,0,1,0,0,0
24,W_M024,3000,3000,37.586,126.818,0,1,0,0,0
25,W_M025,3000,3000,37.586,126.818,0,1,0,0,0
26,W_M026,3000,3000,37.586,126.818,0,0,1,0,0
27,W_M027,3000,3000,37.586,126.818,0,0,1,0,0
28,W_M028,3000,3000,37.586,126.818,0,0,1,0,0
29,W_M029,3000,3000,37.586,126.818,0,0,1,0,0
30,W_M030,3000,3000,37.586,126.818,0,0,1,0,0
31,W_M031,3000,3000,37.586,126.818,0,0,0,1,0
32,W_M032,3000,3000,37.586,126.818,0,0,0,1,0
33,W_M033,3000,3000,37.586,126.818,0,0,0,1,0
34,W_M034,3000,3000,37.586,126.818,0,0,0,1,0
35,W_M035,3000,3000,37.586,126.818,0,0,0,1,0
