Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,IMG_01,3024,4032,37.59,127.02,1,0,0,0,0
2,IMG_02,3024,4032,37.59,127.02,0,1,0,0,0
3,IMG_03,3024,4032,37.59,127.02,0,1,0,0,0
4,IMG_04,3024,4032,37.59,127.02,0,1,0,0,0
5,IMG_05,3024,4032,37.59,127.02,0,1,0,0,0
6,IMG_06,3024,4032,37.59,127.02,0,1,0,0,0
7,IMG_07,3024,4032,37.59,127.02,0,1,0,0,0
8,IMG_08,3024,4032,37.59,127.02,0,1,0,0,0
9,IMG_09,3024,4032,37.59,127.02,0,1,0,0,0
10,IMG_10,3024,4032,37.59,127.02,0,1,0,0,0
11,IMG_11,3024,4032,37.59,127.02,0,1,0,0,0
12,IMG_12,3024,4032,37.59,127.02,0,1,0,0,0
13,IMG_13,3024,4032,37.59,127.02,0,1,0,0,0
14,IMG_14,3024,4032,37.59,127.02,0,1,0,0,0
15,IMG_15,3024,4032,37.59,127.02,1,0,0,0,0
16,IMG_16,3024,4032,37.59,127.02,1,0,0,0,0
17,IMG_17,3024,4032,37.59,127.02,1,0,0,0,0
18,IMG_18,3024,4032,37.59,127.02,1,0,0,0,0
19,IMG_19,3024,4032,37.59,127.02,1,0,0,0,0
20,IMG_20,3024,4032,37.59,127.02,1,0,0,0,0
21,IMG_21,3024,4032,37.59,127.02,1,0,0,0,0
22,IMG_22,3024,4032,37.59,127.02,1,0,0,0,0
23,IMG_23,3024,4032,37.59,127.02,1,0,0,0,0
24,IMG_24,3024,4032,37.59,127.02,1,0,0,0,0
25,IMG_25,3024,4032,37.59,127.02,1,0,0,0,0
26,IMG_26,3024,4032,37.59,127.02,1,0,0,0,0
27,IMG_27,3024,4032,37.59,127.02,1,0,0,0,0
28,IMG_28,3024,4032,37.59,127.02,1,0,0,0,0
29,IMG_29,3024,4032,37.59,127.02,1,0,0,0,0
30,IMG_30,3024,4032,37.59,127.02,1,0,0,0,0
31,IMG_31,3024,4032,37.59,127.02,1,0,1,0,0
32,IMG_32,3024,4032,37.59,127.02,1,0,1,0,0
33,IMG_33,3024,4032,37.59,127.02,0,0,1,0,0
34,IMG_34,3024,4032,37.59,127.02,1,0,1,0,0
35,IMG_35,3024,4032,37.59,127.02,1,0,1,0,0
36,IMG_36,4032,3024,37.59,127.02,1,0,1,0,0
37,IMG_37,4032,3024,37.59,127.02,1,0,1,0,0
38,IMG_38,3024,4032,37.59,127.02,1,0,1,0,0
39,IMG_39,3024,4032,37.59,127.02,1,0,0,0,0
40,IMG_40,3024,4032,37.59,127.02,1,0,0,0,0
41,IMG_41,3024,4032,37.59,127.02,1,0,0,0,0
42,IMG_42,3024,4032,37.59,127.02,1,0,0,0,0
43,IMG_43,3024,4032,37.59,127.02,1,0,0,0,0
44,IMG_44,3024,4032,37.59,127.02,1,0,0,0,0
45,IMG_45,3024,4032,37.59,127.02,1,1,0,0,0
46,IMG_46,3024,4032,37.59,127.02,1,1,0,0,0
47,IMG_47,3024,4032,37.59,127.02,1,0,0,0,0
48,IMG_48,3024,4032,37.59,127.02,1,0,0,0,0
49,IMG_49,3024,4032,37.59,127.02,1,1,0,0,0
50,IMG_50,3024,4032,37.59,127.02,0,1,0,0,0
51,IMG_51,3024,4032,37.59,127.02,0,1,0,0,0
52,IMG_52,3024,4032,37.59,127.02,0,1,0,0,0
53,IMG_53,3024,4032,37.59,127.02,0,1,0,0,0
54,IMG_54,3024,4032,37.59,127.02,0,1,0,0,0
55,IMG_55,3024,4032,37.59,127.02,0,1,0,0,0
56,IMG_56,3024,4032,37.59,127.02,0,1,0,0,0
57,IMG_57,3024,4032,37.59,127.02,0,1,0,0,0
58,IMG_58,3024,4032,37.59,127.02,0,1,0,0,0
59,IMG_59,3024,4032,37.59,127.02,0,1,0,0,0
60,IMG_60,3024,4032,37.59,127.02,0,1,0,0,0
61,IMG_61,3024,4032,37.59,127.02,0,1,0,0,0
62,IMG_62,3024,4032,37.59,127.02,1,0,0,0,0
63,IMG_63,3024,4032,37.59,127.02,1,0,0,0,0
64,IMG_64,3024,4032,37.59,127.02,1,0,0,0,0
65,IMG_65,3024,4032,37.59,127.02,1,0,0,0,0
66,IMG_66,3024,4032,37.59,127.02,0,1,0,0,0
67,IMG_67,2178,2904,37.59,127.02,0,1,0,0,0
68,IMG_68,3024,4032,37.59,127.02,0,1,0,0,0
69,IMG_69,3024,4032,37.59,127.02,0,1,0,0,0
70,IMG_70,3024,4032,37.59,127.02,0,1,0,0,0
71,IMG_71,3024,4032,37.59,127.02,1,0,0,0,0
72,IMG_72,3024,4032,37.59,127.02,1,0,0,0,0
73,IMG_73,3024,4032,37.59,127.02,1,0,0,0,0
74,IMG_74,3024,4032,37.59,127.02,0,1,0,0,0
75,IMG_75,3024,4032,37.59,127.02,0,1,0,0,0
76,IMG_76,3024,4032,37.59,127.02,0,1,0,0,0
77,IMG_77,3024,4032,37.59,127.02,1,0,0,0,0
78,IMG_78,3024,4032,37.59,127.02,1,0,0,0,0
79,IMG_79,3024,4032,37.59,127.02,1,0,0,0,0
80,IMG_80,4032,3024,37.59,127.02,1,0,0,0,0
81,IMG_81,4032,3024,37.59,127.02,1,0,0,0,0
82,IMG_82,2649,1933,37.59,127.02,1,0,0,0,0
83,IMG_83,3024,4032,37.59,127.02,0,1,0,0,0
84,IMG_84,3024,4032,37.59,127.02,0,1,0,0,0
85,IMG_85,3024,4032,37.59,127.02,0,1,0,0,0
86,IMG_86,3024,4032,37.59,127.02,0,1,0,0,0
87,IMG_87,3024,4032,37.59,127.02,1,0,0,0,0
88,IMG_88,3024,4032,37.59,127.02,1,0,0,0,0
89,IMG_89,3024,4032,37.59,127.02,1,0,0,0,0
90,IMG_90,3024,4032,37.59,127.02,0,0,0,0,1
91,IMG_91,3024,4032,37.59,127.02,0,0,0,0,1
92,IMG_92,3024,4032,37.59,127.02,0,0,0,0,1
93,IMG_93,1961,2615,37.59,127.02,0,0,0,0,1
94,IMG_94,3024,4032,37.59,127.02,0,0,0,0,1
95,IMG_95,3024,4032,37.59,127.02,0,0,0,0,1
96,IMG_96,3024,4032,37.59,127.02,0,0,0,0,1
97,IMG_97,3024,4032,37.59,127.02,0,0,0,0,1
98,IMG_98,3024,4032,37.59,127.02,0,0,0,0,1
99,IMG_99,3024,4032,37.59,127.02,0,0,0,0,1
100,IMG_100,3024,4032,37.59,127.02,0,0,0,0,1
101,IMG_101,3024,4032,37.57,127.08,1,0,0,0,0
102,IMG_102,3024,4032,37.57,127.08,0,0,1,0,0
103,IMG_103,3024,4032,37.57,127.08,1,0,0,0,0
104,IMG_104,3024,4032,37.57,127.08,0,1,0,0,0
