Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,°ËÀººñ´ÒºÀÁö.jpeg,3024,4032,37.52,126.87,1,0,0,0,0
2,°ËÀººñ´ÒºÀÁö (2).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
3,°ËÀººñ´ÒºÀÁö (3).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
4,°ËÀººñ´ÒºÀÁö (4).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
5,°ËÀººñ´ÒºÀÁö (5).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
6,°ËÀººñ´ÒºÀÁö (6).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
7,°ËÀººñ´ÒºÀÁö (7).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
8,°ËÀººñ´ÒºÀÁö (8).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
9,³ª¹«¸·´ë.jpeg,3024,4032,37.64,127.11,1,0,0,0,0
10,³ª¹«¸·´ë (2).jpeg,3024,4032,37.64,127.11,1,0,0,0,0
11,³ª¹«¸·´ë (3).jpeg,3024,4032,37.64,127.11,1,0,0,0,0
12,³ª¹«¸·´ë (4).jpeg,3024,4032,37.64,127.11,1,0,0,0,0
13,³ª¹«¸·´ë (5).jpeg,3024,4032,37.64,127.11,1,0,0,0,0
14,³ª¹«¸·´ë (6).jpeg,3024,4032,37.64,127.11,1,0,0,0,0
15,´ã¹è²ÇÃÊ.jpeg,3024,4032,37.52,126.87,1,0,0,0,0
16,´ã¹è²ÇÃÊ (2).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
17,´ã¹è²ÇÃÊ (3).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
18,´ã¹è²ÇÃÊ (4).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
19,´ã¹è²ÇÃÊ (5).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
20,´ã¹è²ÇÃÊ (6).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
21,´ã¹è²ÇÃÊ (7).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
22,´ã¹è²ÇÃÊ (8).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
23,´ã¹è²ÇÃÊ (9).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
24,´ã¹è²ÇÃÊ (10).jpeg,3024,4032,37.52,126.87,1,0,0,0,0
25,µµÀÚ±â.jpeg,3024,4032,37.64,127.11,0,0,0,1,0
26,µµÀÚ±â (2).jpeg,3024,4032,37.64,127.11,0,0,0,1,0
27,µµÀÚ±â (3).jpeg,3024,4032,37.64,127.11,0,0,0,1,0
28,µµÀÚ±â (4).jpeg,3024,4032,37.64,127.11,0,0,0,1,0
29,µµÀÚ±â (5).jpeg,3024,4032,37.64,127.11,0,0,0,1,0
30,µµÀÚ±â (6).jpeg,3024,4032,37.64,127.11,0,0,0,1,0
31,µµÀÚ±â (7).jpeg,3024,4032,37.64,127.11,0,0,0,1,0
32,µµÀÚ±â (8).jpeg,3024,4032,37.64,127.11,0,0,0,1,0
33,¸¶½ºÅ©.jpeg,3024,4032,37.59,127.01,1,0,0,0,0
34,¸¶½ºÅ© (2).jpeg,3024,4032,37.59,127.01,1,0,0,0,0
35,¸¶½ºÅ© (3).jpeg,3024,4032,37.59,127.01,1,0,0,0,0
