Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,1,810,1440,37.559798,126.889463,1,0,0,0,0
2,2,810,1440,37.559798,126.889463,0,1,0,0,0
3,3,810,1440,37.572374,126.868147,1,0,0,0,0
4,4,810,1440,37.562706,126.899513,0,1,0,0,0
5,5,810,1440,37.562706,126.899513,0,1,0,0,0
6,6,810,1440,37.569096,126.981197,0,1,0,0,0
7,7,810,1440,37.562706,126.899513,1,0,0,0,0
8,8,810,1440,37.572374,126.868147,0,1,0,0,0
9,9,810,1440,37.561301,126.886215,1,0,1,0,0
10,10,810,1440,37.561301,126.886215,1,1,0,0,0
11,11,810,1440,37.562706,126.899513,0,1,0,0,0
12,12,810,1440,37.562706,126.899513,0,1,0,0,0
13,13,810,1440,37.572374,126.868147,0,1,0,0,0
14,14,810,1440,37.572374,126.868147,0,1,0,1,0
15,15,810,1440,37.563056,126.894651,0,1,0,0,0
16,16,810,1440,37.579064,126.890081,0,1,0,0,0
17,17,810,1440,37.579064,126.890081,0,0,0,0,1
18,18,810,1440,37.579064,126.890081,1,0,0,0,0
19,19,810,1440,37.579064,126.890081,1,0,0,0,0
20,20,810,1440,37.573166,126.886968,0,1,0,0,0
21,21,810,1440,37.573166,126.886968,0,1,0,0,0
22,22,810,1440,37.573064,126.900271,0,1,0,0,0
23,23,810,1440,37.551871,126.899417,1,1,0,0,0
24,24,810,1440,37.551871,126.899417,1,0,0,0,0
25,25,810,1440,37.551871,126.899417,1,0,0,0,0
26,26,810,1440,37.573064,126.900271,0,1,0,0,0
27,27,810,1440,37.573064,126.900271,0,0,0,0,1
28,28,810,1440,37.578244,126.888988,0,1,0,0,0
29,29,810,1440,37.578244,126.888988,0,1,0,0,0
30,30,810,1440,37.578244,126.888988,1,0,0,0,0
31,31,810,1440,37.578244,126.888988,1,0,0,0,0
32,32,810,1440,37.578244,126.888988,0,1,0,0,0
33,33,810,1440,37.578244,126.888988,0,0,1,0,0
34,34,810,1440,37.578244,126.888988,0,1,0,0,0
35,35,810,1440,37.578244,126.888988,1,0,0,0,0
36,36,810,1440,37.578244,126.888988,0,1,0,0,0
37,37,1440,810,37.578244,126.888988,1,0,0,0,0
38,38,810,1440,37.578244,126.888988,1,0,0,0,0
