Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,picture(01),3024,4032,37.58925,127.0182583,0,1,0,0,0
2,picture(02),3024,4032,37.58925,127.0182583,0,1,0,0,0
3,picture(03),3024,4032,37.58925,127.0182583,0,1,0,0,0
4,picture(04),3024,4032,37.58925,127.0182583,0,1,0,0,0
5,picture(05),3024,4032,37.58916667,127.0181389,0,0,0,0,1
6,picture(06),3024,4032,37.58916667,127.0181389,0,0,0,0,1
7,picture(07),3024,4032,37.58916667,127.0181389,0,0,0,0,1
8,picture(08),3024,4032,37.58916667,127.0181389,0,0,0,0,1
9,picture(09),3024,4032,37.58945833,127.017975,0,1,0,0,0
10,picture(10),3024,4032,37.58946111,127.0179833,0,0,0,0,1
11,picture(11),3024,4032,37.58946111,127.0179833,0,0,0,0,1
12,picture(12),3024,4032,37.58946111,127.0179833,0,0,0,0,1
13,picture(13),3024,4032,37.58946111,127.0179833,0,0,0,0,1
14,picture(14),3024,4032,37.58946111,127.0179833,0,1,0,0,0
15,picture(15),3024,4032,37.58946111,127.0179833,0,1,0,0,0
16,picture(16),3024,4032,37.58869444,127.0183028,0,1,1,0,0
17,picture(17),3024,4032,37.58869444,127.0183028,0,1,1,0,0
18,picture(18),3024,4032,37.58645,127.0081028,0,1,0,0,0
19,picture(19),3024,4032,37.58645,127.0081028,0,1,0,0,0
20,picture(20),3024,4032,37.56981389,127.00805,0,1,0,0,0
21,picture(21),3024,4032,37.56981389,127.00805,0,1,0,0,0
22,picture(22),3024,4032,37.56981389,127.00805,0,1,0,0,0
23,picture(23),3024,4032,37.56981389,127.00805,0,1,0,0,0
24,picture(24),3024,4032,37.56981389,127.00805,0,1,0,0,0
25,picture(25),3024,4032,37.56981389,127.00805,0,1,0,0,0
26,picture(26),3024,4032,37.56981389,127.00805,0,1,0,0,0
27,picture(27),3024,4032,37.56980556,127.0080722,0,1,0,0,0
28,picture(28),3024,4032,37.56980556,127.0080722,0,1,0,0,0
29,picture(29),3024,4032,37.56980556,127.0080722,0,1,0,0,0
30,picture(30),3024,4032,37.56980556,127.0080722,0,1,0,0,0
31,picture(31),3024,4032,37.56980556,127.0080722,0,1,0,0,0
32,picture(32),3024,4032,37.56971389,127.0069667,0,1,0,0,0
33,picture(33),3024,4032,37.56971389,127.0069667,0,1,0,0,0
34,picture(34),3024,4032,37.56971389,127.0069667,0,1,0,0,0
35,picture(35),3024,4032,37.56985556,127.0056444,1,1,0,0,0
36,picture(36),3024,4032,37.56985556,127.0056444,1,1,0,0,0
37,picture(37),3024,4032,37.56985556,127.0056444,1,1,0,0,0
38,picture(38),3024,4032,37.56985556,127.0056444,1,1,0,0,0
39,picture(39),3024,4032,37.56985556,127.0056444,1,1,0,0,0
40,picture(40),3024,4032,37.56985556,127.0056444,1,1,0,0,0
41,picture(41),3024,4032,37.56966111,127.0022139,0,1,0,0,0
42,picture(42),3024,4032,37.56966111,127.0022139,0,1,0,0,0
43,picture(43),3024,4032,37.56966111,127.0022139,0,1,0,0,0
44,picture(44),3024,4032,37.56966111,127.0022139,0,1,0,0,0
45,picture(45),3024,4032,37.56966111,127.0022139,0,1,0,0,0
46,picture(46),3024,4032,37.56966111,127.0022139,0,1,0,0,0
47,picture(47),3024,4032,37.56966111,127.0022139,0,1,0,0,0
48,picture(48),3024,4032,37.56966111,127.0022139,0,1,0,0,0
49,picture(49),3024,4032,37.56966111,127.0022139,0,1,0,0,0
50,picture(50),3024,4032,37.56966111,127.0022139,0,1,0,0,0
51,picture(51),3024,4032,37.56966111,127.0022139,0,1,0,0,0
52,picture(52),3024,4032,37.56966111,127.0022139,0,1,0,0,0
53,picture(53),3024,4032,37.56966111,127.0022139,0,1,0,0,0
54,picture(54),3024,4032,37.56966111,127.0022139,0,1,0,0,0
55,picture(55),3024,4032,37.56959167,127.0012278,0,1,0,0,0
56,picture(56),3024,4032,37.56959167,127.0012278,0,1,0,0,0
57,picture(57),3024,4032,37.56959167,127.0012278,0,1,0,0,0
58,picture(58),3024,4032,37.56959167,127.0012278,0,1,0,0,0
59,picture(59),3024,4032,37.56959167,127.0012278,0,1,0,0,0
60,picture(60),3024,4032,37.56896944,126.9983972,0,1,0,0,0
61,picture(61),3024,4032,37.56896944,126.9983972,0,1,0,0,0
62,picture(62),3024,4032,37.56896944,126.9983972,0,1,0,0,0
63,picture(63),3024,4032,37.56896944,126.9983972,0,1,0,0,0
64,picture(64),3024,4032,37.56896944,126.9983972,0,1,0,0,0
65,picture(65),3024,4032,37.56896944,126.9983972,0,1,0,0,0
66,picture(66),3024,4032,37.56896944,126.9983972,0,1,0,0,0
67,picture(67),3024,4032,37.56896944,126.9983972,0,1,0,0,0
68,picture(68),3024,4032,37.56896944,126.9983972,0,1,0,0,0
69,picture(69),3024,4032,37.48667778,127.0550167,0,1,0,0,0
70,picture(70),3024,4032,37.48667778,127.0550167,0,1,0,0,0
71,picture(71),3024,4032,37.48667778,127.0550167,0,1,0,0,0
72,picture(72),3024,4032,37.48667778,127.0550167,0,1,0,0,0
73,picture(73),3024,4032,37.48667778,127.0550167,0,1,0,0,0
74,picture(74),3024,4032,37.48667778,127.0550167,0,1,0,0,0
75,picture(75),3024,4032,37.48667778,127.0550167,0,1,0,0,0
76,picture(76),3024,4032,37.48544722,127.0529944,0,1,0,0,1
77,picture(77),3024,4032,37.48544722,127.0529944,0,1,0,0,1
78,picture(78),3024,4032,37.48544722,127.0529944,0,1,0,0,1
79,picture(79),3024,4032,37.48544722,127.0529944,0,1,0,0,1
80,picture(80),3024,4032,37.48544722,127.0529944,0,1,0,0,1
81,picture(81),3024,4032,37.48505278,127.0518806,0,1,0,0,0
82,picture(82),3024,4032,37.50899444,127.0997306,0,1,0,0,0
83,picture(83),3024,4032,37.50899444,127.0997306,0,1,0,0,0
84,picture(84),3024,4032,37.50899444,127.0997306,0,1,0,0,0
85,picture(85),3024,4032,37.50890278,127.1010278,0,1,0,0,0
86,picture(86),3024,4032,37.50890278,127.1010278,0,1,0,0,0
87,picture(87),3024,4032,37.50890278,127.1010278,0,1,0,0,0
88,picture(88),3024,4032,37.50890278,127.1010278,0,1,0,0,0
89,picture(89),3024,4032,37.50890278,127.1010278,0,1,0,0,0
90,picture(90),3024,4032,37.58921389,127.0183333,0,1,0,0,0
91,picture(91),3024,4032,37.58921389,127.0183333,0,1,0,0,0
92,picture(92),3024,4032,37.50890278,127.1010278,0,1,0,0,0
93,picture(93),3024,4032,37.50839722,127.0995167,0,1,0,0,0
94,picture(94),3024,4032,37.58883333,127.0187222,0,1,0,0,0
95,picture(95),3024,4032,37.58883333,127.0187222,0,1,0,0,0
96,picture(96),3024,4032,37.58921389,127.0183333,0,1,0,0,0
97,picture(97),3024,4032,37.58925556,127.0182639,0,1,0,0,0
98,picture(98),3024,4032,37.58925556,127.0182639,0,1,0,0,0
99,picture(99),3024,4032,37.50839722,127.0995167,0,1,0,0,0
100,picture(100),3024,4032,37.50839722,127.0995167,0,1,0,0,0
101,picture(101),3024,4032,37.50839722,127.0995167,0,1,0,0,0
102,picture(102),3024,4032,37.50839722,127.0995167,0,1,0,0,0
103,picture(103),3024,4032,37.50839722,127.0995167,0,1,0,0,0
104,picture(104),3024,4032,37.50839722,127.0995167,0,1,0,0,0
