Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,sample(1),3024,4032,37.588747,127.018773,1,0,0,0,0
2,sample(2),4032,3024,37.588747,127.018773,1,0,0,0,0
3,sample(3),4032,3024,37.588758,127.017518,0,1,0,0,0
4,sample(4),4032,3024,37.588758,127.017518,0,1,0,0,0
5,sample(5),3024,4032,37.588772,127.018746,1,1,1,0,0
6,sample(6),4032,3024,37.588772,127.018746,1,0,1,0,0
7,sample(7),4032,3024,37.588775,127.0187339,0,1,0,0,0
8,sample(8),4032,3024,37.588775,127.0187339,0,1,1,0,0
9,sample(9),3024,4032,37.588775,127.0187339,1,1,0,0,0
10,sample(10),3024,4032,37.588797,127.01887,1,0,0,0,0
11,sample(11),3024,4032,37.58881,127.018693,0,1,0,0,0
12,sample(12),3024,4032,37.588817,127.018673,0,1,0,0,0
13,sample(13),3024,4032,37.588825,127.018681,0,1,0,0,0
14,sample(14),3024,4032,37.588837,127.018651,0,1,0,0,0
15,sample(15),3024,4032,37.588837,127.018651,0,1,0,0,0
16,sample(16),3024,4032,37.588837,127.018651,0,1,0,0,0
17,sample(17),3024,4032,37.588837,127.018651,0,1,0,0,0
18,sample(18),4032,3024,37.588837,127.018651,0,1,0,0,0
19,sample(19),4032,3024,37.588837,127.018651,0,1,0,0,0
20,sample(20),4032,3024,37.588837,127.018651,0,1,0,0,0
21,sample(21),3024,4032,37.588871,127.018596,0,1,0,0,0
22,sample(22),3024,4032,37.588871,127.018596,0,1,0,0,0
23,sample(23),3024,4032,37.588877,127.018593,0,1,0,0,0
24,sample(24),3024,4032,37.588881,127.018587,0,0,0,0,1
25,sample(25),4032,3024,37.588918,127.01854,0,0,1,0,0
26,sample(26),4032,3024,37.588918,127.01854,0,0,1,0,0
27,sample(27),3024,4032,37.588927,127.018526,1,0,0,0,0
28,sample(28),4032,3024,37.588927,127.018526,1,0,0,0,0
29,sample(29),4032,3024,37.588946,127.018503,0,1,0,0,0
30,sample(30),4032,3024,37.588955,127.018506,0,1,0,0,0
31,sample(31),4032,3024,37.588955,127.018506,0,1,0,0,0
32,sample(32),4032,3024,37.58896,127.018485,0,1,0,0,0
33,sample(33),4032,3024,37.58896,127.018485,0,1,0,0,0
34,sample(34),4032,3024,37.588955,127.018506,0,1,0,0,0
35,sample(35),4032,3024,37.588109,127.018302,0,1,0,0,0
36,sample(36),4032,3024,37.589115,127.018314,0,1,0,0,0
37,sample(37),3024,4032,37.589115,127.018314,0,1,0,0,0
38,sample(38),3024,4032,37.58913,127.018267,0,1,0,0,0
39,sample(39),4032,3024,37.58913,127.018267,0,0,0,0,1
40,sample(40),4032,3024,37.58914,127.01825,0,0,0,0,1
41,sample(41),4032,3024,37.58914,127.01825,0,1,0,0,0
42,sample(42),4032,3024,37.58914,127.018105,0,1,0,0,0
43,sample(43),3024,4032,37.58914,127.018103,0,1,0,0,0
44,sample(44),3024,4032,37.589165,127.018231,0,1,0,0,0
45,sample(45),4032,3024,37.588825,127.018681,0,1,0,0,0
46,sample(46),3024,4032,37.588824,127.018105,0,1,0,0,0
47,sample(47),3024,4032,37.589174,127.018222,0,1,0,0,0
48,sample(48),3024,4032,37.589174,127.018222,1,0,0,0,0
49,sample(49),3024,4032,37.589174,127.018222,0,1,0,0,0
50,sample(50),3024,4032,37.589168,127.018226,0,0,0,0,1
51,sample(51),4032,3024,37.589168,127.018226,0,1,0,0,0
