Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,Sp001,1280,1280,37.323631,127.105802,0,1,0,0,0
2,Sp002,1280,1280,37.323629,127.105773,1,0,0,0,0
3,Sp003,1280,1280,37.323634,127.105774,0,0,0,0,1
4,Sp004,1280,1280,37.323651,127.10545,1,0,0,0,0
5,Sp005,1280,1280,37.323648,127.10545,0,1,0,0,0
6,Sp006,1280,1280,37.32365,127.105421,1,0,0,0,0
7,Sp007,1280,1280,37.32365,127.105417,1,0,0,0,0
8,Sp008,1280,1280,37.32365,127.10541,0,0,0,1,0
9,Sp009,1280,1280,37.323651,127.105403,1,0,0,0,0
10,Sp010,1280,1280,37.323655,127.105387,0,0,0,1,0
11,Sp011,1280,1280,37.323658,127.10537,0,1,0,0,0
12,Sp012,1280,1280,37.323659,127.105368,1,0,0,0,0
13,Sp013,1280,1280,37.323655,127.105362,1,0,0,0,0
14,Sp014,1280,1280,37.323663,127.105356,0,0,0,1,0
15,Sp015,1280,1280,37.323657,127.10535,1,0,0,0,0
16,Sp016,1280,1280,37.323668,127.105343,1,0,0,0,0
17,Sp017,1280,1280,37.323681,127.105299,1,0,0,0,0
18,Sp018,1280,1280,37.323689,127.105279,1,0,0,0,0
19,Sp019,1280,1280,37.323703,127.105248,0,0,0,0,1
20,Sp020,1280,1280,37.323719,127.10521,1,0,0,0,0
21,Sp021,1280,1280,37.323726,127.105194,1,0,0,0,0
22,Sp022,1280,1280,37.323735,127.105171,1,0,0,0,0
23,Sp023,1280,1280,37.323727,127.105177,0,1,0,0,0
24,Sp024,1280,1280,37.323763,127.105101,1,0,0,0,0
25,Sp025,1280,1280,37.323774,127.105077,1,0,0,0,0
26,Sp026,1280,1280,37.323382,127.104184,1,0,0,0,0
27,Sp027,1280,1280,37.323367,127.104147,1,0,0,0,0
28,Sp028,1280,1280,37.323388,127.104214,1,0,0,0,0
29,Sp029,1280,1280,37.323377,127.104179,1,0,0,0,0
30,Sp030,1280,1280,37.32335,127.104145,1,0,0,0,0
31,Sp031,1280,1280,37.323245,127.103938,1,0,0,0,0
32,Sp032,1280,1280,37.32295,127.103481,1,0,0,0,0
33,Sp033,1280,1280,37.322765,127.103019,0,0,0,1,0
34,Sp034,1280,1280,37.322364,127.102029,0,1,0,0,0
35,Sp035,1280,1280,37.322336,127.101893,1,0,0,0,0
36,Sp036,1280,1280,37.322307,127.1018,1,0,0,0,0
37,Sp037,1280,1280,37.322115,127.101336,1,0,0,0,0
38,Sp038,1280,1280,37.322082,127.101131,0,0,0,1,0
39,Sp039,1280,1280,37.322055,127.100987,0,1,0,0,0
40,Sp040,1280,1280,37.322008,127.100867,1,0,0,0,0
41,Sp041,1280,1280,37.32295,127.103481,1,0,0,0,0
42,Sp042,1280,1280,37.321969,127.10071,0,1,0,0,0
43,Sp043,1280,1280,37.320991,127.097085,0,1,0,0,0
44,Sp044,1280,1280,37.320716,127.097554,0,0,0,0,1
