Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,IMAGE 01,3024,4032,37.571192,126.978535,0,1,0,0,0
2,IMAGE 02,3024,4032,37.571201,126.978524,0,1,0,0,0
3,IMAGE 03,3024,4032,37.571375,126.978506,0,1,0,0,0
4,IMAGE 04,3024,4032,37.57137,126.978501,0,1,0,0,0
5,IMAGE 05,3024,4032,37.571092,126.978523,0,1,0,0,0
6,IMAGE 06,3024,4032,37.59019,127.016878,0,1,0,0,0
7,IMAGE 07,3024,4032,37.590185,127.01677,0,1,0,0,0
8,IMAGE 08,3024,4032,37.590189,127.01676,0,1,0,0,0
9,IMAGE 09,3024,4032,37.590262,127.016755,0,1,0,0,0
10,IMAGE 10,3024,4032,37.59026,127.016753,0,1,0,0,0
11,IMAGE 11,3024,4032,37.589147,127.010223,0,1,0,0,0
12,IMAGE 12,4032,3024,37.589148,127.010222,0,1,0,0,0
13,IMAGE 13,4032,3024,37.589145,127.010225,0,1,0,0,0
14,IMAGE 14,4032,3024,37.589149,127.010224,0,1,0,0,0
15,IMAGE 15,4032,3024,37.589147,127.010223,0,1,0,0,0
16,IMAGE 16,3024,4032,37.588868,127.01854,0,1,0,0,0
17,IMAGE 17,3024,4032,37.588865,127.018541,0,1,0,0,0
18,IMAGE 18,3024,4032,37.588866,127.018543,0,1,0,0,0
19,IMAGE 19,3024,4032,37.588869,127.018539,0,1,0,0,0
20,IMAGE 20,1000,1334,37.589252,127.0104,0,1,0,0,0
21,IMAGE 21,1000,1334,37.589251,127.01043,0,1,0,0,0
22,IMAGE 22,1000,1334,37.589254,127.01042,0,1,0,0,0
23,IMAGE 23,1000,1334,37.588277,127.008949,0,1,0,0,0
24,IMAGE 24,1000,1334,37.588278,127.008948,0,1,0,0,0
25,IMAGE 25,1000,1334,37.588276,127.008945,0,1,0,0,0
26,IMAGE 26,1000,1334,37.588275,127.008947,0,1,0,0,0
27,IMAGE 27,3024,4032,37.591302,127.013313,0,0,0,0,1
28,IMAGE 28,3024,4032,37.571363,126.978525,0,0,0,0,1
29,IMAGE 29,3024,4032,37.571361,126.978523,0,0,0,0,1
30,IMAGE 30,3024,4032,37.57136,126.978526,0,0,0,0,1
31,IMAGE 31,3024,4032,37.571317,126.978534,0,0,0,0,1
32,IMAGE 32,3024,4032,37.571315,126.978532,0,0,0,0,1
33,IMAGE 33,3024,4032,37.571319,126.978531,0,0,0,0,1
34,IMAGE 34,3024,4032,37.57133,126.978513,0,0,0,0,1
35,IMAGE 35,3024,4032,37.571333,126.978511,0,0,0,0,1
36,IMAGE 36,3024,4032,37.57137,126.978509,0,0,0,0,1
37,IMAGE 37,3024,4032,37.589911,127.011206,0,0,0,0,1
38,IMAGE 38,3024,4032,37.589912,127.011207,0,0,0,0,1
39,IMAGE 39,3024,4032,37.589913,127.011208,0,0,0,0,1
40,IMAGE 40,3024,4032,37.589911,127.011204,0,0,0,0,1
41,IMAGE 41,3024,4032,37.590139,127.01693,0,0,0,0,1
42,IMAGE 42,3024,4032,37.589938,127.017148,0,0,0,0,1
43,IMAGE 43,3024,4032,37.589935,127.017146,0,0,0,0,1
44,IMAGE 44,3024,4032,37.589937,127.017149,0,0,0,0,1
45,IMAGE 45,3024,4032,37.589939,127.017146,0,0,0,0,1
46,IMAGE 46,3024,4032,37.590837,127.012385,0,0,0,0,1
47,IMAGE 47,3024,4032,37.590836,127.012384,0,0,0,0,1
48,IMAGE 48,3024,4032,37.590839,127.012387,0,0,0,0,1
49,IMAGE 49,3024,4032,37.591302,127.013313,0,0,0,0,1
50,IMAGE 50,3024,4032,37.591301,127.013311,0,0,0,0,1
51,IMAGE 51,3024,4032,37.591304,127.013312,0,0,0,0,1
52,IMAGE 52,3024,4032,37.59133,127.01414,0,0,0,1,0
53,IMAGE 53,3024,4032,37.591331,127.01415,0,0,0,1,0
54,IMAGE 54,3024,4032,37.59133,127.01414,0,0,0,1,0
55,IMAGE 55,1000,1334,37.589872,127.017232,0,0,0,1,0
56,IMAGE 56,1000,1334,37.589871,127.017231,0,0,0,1,0
57,IMAGE 57,1000,1334,37.58987,127.01723,0,0,0,1,0
