Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,Cans1.jpg,2268,4032,37.62,127.09,0,0,1,0,0
2,Cans2.jpg,2268,4032,37.62,127.09,0,0,1,0,0
3,Cans3.jpg,2268,4032,37.62,127.09,0,0,1,0,0
4,Cans4.jpg,2268,4032,37.62,127.09,0,0,1,0,0
5,Cans5.jpg,2268,4032,37.62,127.09,0,0,1,0,0
6,Cans6.jpg,2268,4032,38.65,127.09,0,0,1,0,0
7,Cans7.jpg,2268,4032,38.65,127.09,0,0,1,0,0
8,Cans8.jpg,2268,4032,38.65,127.09,0,0,1,0,0
9,Cans9.jpg,2268,4032,38.65,127.09,0,0,1,0,0
10,Cans10.jpg,2268,4032,38.65,127.09,0,0,1,0,0
11,Cans11.jpg,4032,2268,37.62,127.08,0,0,1,0,0
12,Cans12.jpg,4032,2268,37.62,127.08,0,0,1,0,0
13,Cans13.jpg,2268,4032,37.62,127.08,0,0,1,0,0
14,Cans14.jpg,2268,4032,37.62,127.08,0,0,1,0,0
15,Cans15.jpg,2268,4032,37.62,127.08,0,0,1,0,0
16,Cans16.jpg,2268,4032,37.62,127.08,0,0,1,0,0
17,Cans17.jpg,2268,4032,37.62,127.08,0,0,1,0,0
18,Cans18.jpg,2268,4032,37.62,127.08,0,0,1,0,0
19,Cans19.jpg,2268,4032,37.62,127.08,0,0,1,0,0
20,Cans20.jpg,2268,4032,37.62,127.08,0,0,1,0,0
21,Cans21.jpg,2268,4032,37.62,127.08,0,0,1,0,0
22,Cans22.jpg,2268,4032,37.62,127.08,0,0,1,0,0
23,Glass1.jpg,4032,2268,37.62,127.09,0,0,0,1,0
24,Glass2.jpg,4032,2268,37.62,127.09,0,0,0,1,0
25,Glass3.jpg,4032,2268,37.62,127.09,0,0,0,1,0
26,Glass4.jpg,4032,2268,37.62,127.09,0,0,0,1,0
27,Glass5.jpg,2268,4032,37.62,127.08,0,0,0,1,0
28,Glass6.jpg,2268,4032,37.62,127.08,0,0,0,1,0
29,Glass7.jpg,2268,4032,37.62,127.08,0,0,0,1,0
30,Glass8.jpg,2268,4032,37.62,127.08,0,0,0,1,0
31,Papers1.jpg,2268,4032,37.62,127.09,0,0,0,0,1
32,Papers2.jpg,2268,4032,37.62,127.09,0,0,0,0,1
33,Papers3.jpg,2268,4032,37.62,127.09,0,0,0,0,1
34,Papers4.jpg,2268,4032,37.62,127.09,0,0,0,0,1
35,Papers5.jpg,2268,4032,37.62,127.08,0,0,0,0,1
36,Papers6.jpg,2268,4032,37.62,127.08,0,0,0,0,1
37,Papers7.jpg,2268,4032,37.62,127.08,0,0,0,0,1
38,Papers8.jpg,2268,4032,37.62,127.08,0,0,0,0,1
39,Papers9.jpg,2268,4032,37.62,127.08,0,0,0,0,1
40,Papers10.jpg,2268,4032,37.62,127.08,0,0,0,0,1
41,Papers11.jpg,2268,4032,37.62,127.08,0,0,0,0,1
