Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,IMG_001,3024,4032,37.58,127.01,0,0,1,0,0
2,IMG_002,3024,4032,37.58,127.01,0,0,1,0,0
3,IMG_003,3024,4032,37.58,127.01,0,0,1,0,0
4,IMG_004,3024,4032,37.58,127.01,0,0,1,0,0
5,IMG_005,4032,2268,37.58,127.01,0,0,1,0,0
6,IMG_006,4032,2268,37.58,127.01,0,0,1,0,0
7,IMG_007,4032,2268,37.58,127.01,0,0,1,0,0
8,IMG_008,4032,2268,37.58,127.01,0,0,1,0,0
9,IMG_009,4032,2268,37.58,127.01,0,0,1,0,0
10,IMG_010,4032,2268,37.58,127.01,0,0,1,0,0
11,IMG_011,2268,4032,37.58,127.01,0,0,1,0,0
12,IMG_012,2268,4032,37.58,127.01,0,0,1,0,0
13,IMG_013,3024,4032,37.58,127.01,0,1,0,0,0
14,IMG_014,3024,4032,37.58,127.01,0,1,0,0,0
15,IMG_015,3024,4032,37.58,127.01,0,1,0,0,0
16,IMG_016,3024,4032,37.58,127.01,0,1,0,0,0
17,IMG_017,3024,4032,37.58,127.01,0,1,0,0,0
18,IMG_018,3024,4032,37.58,127.01,0,1,0,0,0
19,IMG_019,3024,4032,37.59,127.01,1,0,0,0,0
20,IMG_020,3024,4032,37.58,127.01,0,1,0,0,0
21,IMG_021,3024,4032,37.58,127.01,0,1,0,0,0
22,IMG_022,3024,4032,37.58,127.01,0,1,0,0,0
23,IMG_023,3024,4032,37.59,127.01,0,1,0,0,0
24,IMG_024,3024,4032,37.59,127.01,0,1,0,0,0
25,IMG_025,3024,4032,37.59,127.01,0,1,0,0,0
26,IMG_026,3024,4032,37.59,127.01,0,1,0,0,0
27,IMG_027,3024,4032,37.59,127.01,0,1,0,0,0
28,IMG_028,3024,4032,37.59,127.01,1,1,0,0,0
29,IMG_029,3024,4032,37.59,127.01,1,1,0,0,0
30,IMG_030,3024,4032,37.59,127.01,1,1,0,0,0
31,IMG_031,4032,2268,37.59,127.01,1,1,0,0,0
32,IMG_032,4032,2268,37.59,127.01,1,1,0,0,0
33,IMG_033,4032,2268,37.59,127.01,1,1,0,0,0
34,IMG_034,2268,4032,37.59,127.01,1,1,0,0,0
35,IMG_035,3024,4032,37.59,127.01,0,1,0,0,0
36,IMG_036,3024,4032,37.59,127.01,0,1,0,0,0
37,IMG_037,3024,4032,37.59,127.01,0,1,0,0,0
38,IMG_038,4032,3024,37.59,127.01,0,1,0,0,0
39,IMG_039,3024,4032,37.59,127.01,1,1,0,0,0
40,IMG_040,3024,4032,37.59,127.01,0,1,0,0,0
41,IMG_041,3024,4032,37.59,127.01,1,1,0,0,0
42,IMG_042,3024,4032,37.59,127.01,1,1,0,0,0
43,IMG_043,3024,4032,37.59,127.01,1,1,0,0,0
44,IMG_044,3024,4032,37.59,127.01,0,1,0,0,0
45,IMG_045,3024,4032,37.59,127.01,0,1,0,0,0
46,IMG_046,3024,4032,37.59,127.01,0,1,0,0,0
47,IMG_047,3024,4032,37.59,127.01,0,1,0,0,0
48,IMG_048,3024,4032,37.59,127.01,0,1,0,0,0
49,IMG_049,3024,4032,37.59,127.01,0,1,0,0,0
50,IMG_050,3024,4032,37.59,127.01,0,1,0,0,0
51,IMG_051,3024,4032,37.59,127.01,0,1,0,0,0
52,IMG_052,3024,4032,37.59,127.01,0,1,0,0,0
53,IMG_053,3024,4032,37.59,127.01,0,1,0,0,0
54,IMG_054,3024,4032,37.59,127.01,0,1,0,0,0
55,IMG_055,3024,4032,37.59,127.01,0,0,0,0,1
56,IMG_056,3024,4032,37.59,127.01,0,0,0,0,1
57,IMG_057,3024,4032,37.59,127.01,0,0,0,0,1
58,IMG_058,3024,4032,37.59,127.01,0,1,0,0,0
