Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,20211408_001,3024,4032,37.52262,126.94153,0,0,0,0,1
2,20211408_002,3024,4032,37.52264,126.9415,0,1,0,0,0
3,20211408_003,3024,4032,37.52262,126.94148,1,0,0,0,1
4,20211408_004,3024,4032,37.52263,126.94154,0,0,0,0,1
5,20211408_005,3024,4032,37.52265,126.94155,0,0,0,0,1
6,20211408_006,3024,4032,37.52264,126.94155,0,1,0,0,0
7,20211408_007,3024,4032,37.52276,126.94131,0,1,0,0,0
8,20211408_008,3024,4032,37.52277,126.94133,2,1,0,0,0
9,20211408_009,3024,4032,37.52279,126.94128,1,0,0,0,0
10,20211408_010,3024,4032,37.5228,126.94128,1,0,0,0,0
11,20211408_011,3024,4032,37.52278,126.94128,1,1,0,0,0
12,20211408_012,3024,4032,37.5228,126.94129,1,1,0,0,0
13,20211408_013,3024,4032,37.52278,126.94128,0,0,1,0,0
14,20211408_014,3024,4032,37.52281,126.94128,0,1,0,0,0
15,20211408_015,3024,4032,37.52282,126.94122,1,0,0,0,0
16,20211408_016,3024,4032,37.52282,126.94124,0,1,0,0,0
17,20211408_017,3024,4032,37.52293,126.94122,1,0,0,0,0
18,20211408_018,3024,4032,37.52288,126.94125,1,0,0,0,0
19,20211408_019,3024,4032,37.52288,126.94125,1,0,0,0,0
20,20211408_020,3024,4032,37.52286,126.94122,1,0,0,0,0
21,20211408_021,3024,4032,37.5229,126.94124,0,1,0,0,0
22,20211408_022,3024,4032,37.52288,126.94126,0,0,1,0,0
23,20211408_023,3024,4032,37.52288,126.94124,1,0,0,0,0
24,20211408_024,3024,4032,37.52288,126.94123,1,0,0,0,0
25,20211408_025,3024,4032,37.52288,126.94124,0,0,0,0,2
26,20211408_026,3024,4032,37.52291,126.9413,0,0,0,0,2
27,20211408_027,3024,4032,37.52289,126.94125,1,0,0,0,0
28,20211408_028,3024,4032,37.52288,126.94123,1,0,0,0,0
29,20211408_029,3024,4032,37.52288,126.94122,0,1,0,0,1
30,20211408_030,3024,4032,37.52288,126.94122,1,0,0,0,0
31,20211408_031,3024,4032,37.52287,126.94121,1,0,0,0,0
32,20211408_032,3024,4032,37.52287,126.94121,1,0,0,0,0
