Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,IMG_6282,3024,4032,37.58,127.02,0,0,1,0,0
2,IMG_6283,3024,4032,37.58,127.02,0,0,1,0,0
3,IMG_6284,3024,4032,37.58,127.02,0,0,1,0,0
4,IMG_6285,3024,4032,37.58,127.02,0,1,0,0,0
5,IMG_6286,3024,4032,37.58,127.02,0,1,0,0,0
6,IMG_6287,3024,4032,37.58,127.02,0,1,0,0,0
7,IMG_6288,3024,4032,37.58,127.02,0,1,0,0,0
8,IMG_6289,3024,4032,37.58,127.02,0,1,0,0,0
9,IMG_6290,3024,4032,37.58,127.02,0,1,0,0,0
10,IMG_6291,3024,4032,37.58,127.02,0,0,1,0,0
11,IMG_6292,3024,4032,37.58,127.02,0,0,1,0,0
12,IMG_6293,3024,4032,37.58,127.02,0,0,1,0,0
13,IMG_6294,3024,4032,37.58,127.02,0,1,0,0,0
14,IMG_6295,3024,4032,37.58,127.02,0,1,0,0,0
15,IMG_6296,3024,4032,37.58,127.02,0,1,0,0,0
16,IMG_6297,3024,4032,37.58,127.01,1,0,0,0,0
17,IMG_6298,3024,4032,37.58,127.01,1,0,0,0,0
18,IMG_6299,3024,4032,37.58,127.01,1,0,0,0,0
19,IMG_6300,3024,4032,37.58,127.01,0,1,0,0,0
20,IMG_6301,3024,4032,37.58,127.01,0,1,0,0,0
21,IMG_6302,3024,4032,37.58,127.01,0,1,0,0,0
22,IMG_6303,3024,4032,37.58,127.01,1,0,0,0,0
23,IMG_6304,3024,4032,37.58,127.01,1,0,0,0,0
24,IMG_6305,3024,4032,37.58,127.01,1,0,0,0,0
25,IMG_6306,3024,4032,37.58,127.01,0,1,0,0,0
26,IMG_6307,3024,4032,37.58,127.01,0,1,0,0,0
27,IMG_6308,3024,4032,37.58,127.01,0,1,0,0,0
28,IMG_6309,3024,4032,37.58,127.01,1,0,0,0,0
29,IMG_6310,3024,4032,37.58,127.01,1,0,0,0,0
30,IMG_6311,3024,4032,37.58,127.01,1,0,0,0,0
31,IMG_6312,3024,4032,37.58,127.01,0,1,0,0,0
32,IMG_6313,3024,4032,37.58,127.01,0,1,0,0,0
33,IMG_6314,3024,4032,37.58,127.01,0,1,0,0,0
34,IMG_6315,3024,4032,37.58,127.01,1,0,0,0,0
35,IMG_6316,3024,4032,37.58,127.01,1,0,0,0,0
36,IMG_6317,3024,4032,37.58,127.01,1,0,0,0,0
37,IMG_6318,3024,4032,37.58,127.01,0,1,0,0,0
38,IMG_6319,3024,4032,37.58,127.01,0,1,0,0,0
39,IMG_6320,3024,4032,37.58,127.01,0,1,0,0,0
40,IMG_6321,3024,4032,37.58,127.01,0,0,1,0,0
41,IMG_6322,3024,4032,37.58,127.01,0,0,1,0,0
42,IMG_6323,3024,4032,37.58,127.01,0,0,1,0,0
43,IMG_6324,3024,4032,37.58,127.01,0,0,1,0,0
44,IMG_6325,3024,4032,37.58,127.01,0,0,1,0,0
45,IMG_6326,3024,4032,37.58,127.01,0,0,1,0,0
46,IMG_6327,3024,4032,37.58,127.01,0,1,0,0,1
47,IMG_6328,3024,4032,37.58,127.01,0,1,0,0,1
48,IMG_6329,3024,4032,37.58,127.01,0,1,0,0,1
49,IMG_6330,3024,4032,37.58,127.01,0,0,1,0,0
50,IMG_6331,3024,4032,37.58,127.01,0,0,1,0,0
51,IMG_6332,3024,4032,37.58,127.01,0,0,1,0,0
52,IMG_6333,3024,4032,37.58,127.01,0,1,0,0,0
53,IMG_6334,3024,4032,37.58,127.01,0,1,0,0,0
54,IMG_6335,3024,4032,37.58,127.01,0,1,0,0,0
55,IMG_6336,3024,4032,37.58,127.01,0,1,0,0,1
56,IMG_6337,3024,4032,37.58,127.01,0,1,0,0,1
57,IMG_6338,3024,4032,37.58,127.01,0,1,0,0,1
58,IMG_6339,3024,4032,37.58,127.01,1,0,0,0,0
59,IMG_6340,3024,4032,37.58,127.01,1,0,0,0,0
60,IMG_6341,3024,4032,37.58,127.01,1,0,0,0,0
61,IMG_6342,3024,4032,37.58,127.01,0,0,0,0,1
62,IMG_6343,3024,4032,37.58,127.01,0,0,0,0,1
63,IMG_6344,3024,4032,37.58,127.01,0,0,0,0,1
64,IMG_6345,3024,4032,37.58,127.01,0,1,0,0,0
65,IMG_6346,3024,4032,37.58,127.01,0,1,0,0,0
66,IMG_6347,3024,4032,37.58,127.01,0,1,0,0,0
67,IMG_6348,3024,4032,37.58,127.01,1,0,0,0,0
68,IMG_6349,3024,4032,37.58,127.01,1,0,0,0,0
69,IMG_6350,3024,4032,37.58,127.01,1,0,0,0,0
70,IMG_6351,3024,4032,37.58,127.01,0,1,0,0,0
71,IMG_6352,3024,4032,37.58,127.01,0,1,0,0,0
72,IMG_6353,3024,4032,37.58,127.01,0,1,0,0,0
73,IMG_6354,3024,4032,37.58,127.01,1,1,0,0,0
74,IMG_6355,3024,4032,37.58,127.01,1,0,0,0,0
75,IMG_6356,3024,4032,37.58,127.01,1,0,0,0,0
76,IMG_6357,3024,4032,37.58,127.01,1,0,0,0,0
