Number,Name,Widths,Hights,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
1,IMG_R1,3024,4032,37.37,127.11,1,0,0,0,0
2,IMG_R2,3024,4032,37.82,127.02,1,0,0,0,0
3,IMG_R3,3024,4032,37.59,127.02,1,0,0,0,0
4,IMG_PL1,3024,4032,37.59,127.02,0,1,0,0,0
5,IMG_*1,3024,4032,37.59,127.02,0,1,1,0,1
6,IMG_R4,3024,4032,37.59,127.02,1,0,0,0,0
7,IMG_PL2,3024,4032,37.59,127.02,0,1,0,0,0
8,IMG_PL3,3024,4032,37.59,127.02,0,1,0,0,0
9,IMG_R5,3024,4032,37.59,127.02,1,0,0,0,0
10,IMG_R6,3024,4032,37.59,127.02,1,0,0,0,0
11,IMG_PL4,3024,4032,37.59,127.02,0,1,0,0,0
12,IMG_R7,3024,4032,37.59,127.02,1,0,0,0,0
13,IMG_PA1,3024,4032,37.59,127.02,0,0,0,0,1
14,IMG_R8,3024,4032,37.59,127.02,1,0,0,0,0
15,IMG_PA2,3024,4032,37.59,127.02,0,0,0,0,1
16,IMG_PL5,3024,4032,37.59,127.02,0,1,0,0,0
17,IMG_*2,3024,4032,37.59,127.02,1,1,0,0,0
18,IMG_*3,3024,4032,37.59,127.02,1,0,0,0,1
19,IMG_R9,3024,4032,37.59,127.02,1,0,0,0,0
20,IMG_R10,3024,4032,37.37,127.11,1,0,0,0,0
21,IMG_R11,3024,4032,37.37,127.11,1,0,0,0,0
22,IMG_*4,3024,4032,37.37,127.11,1,0,0,0,1
23,IMG_R12,3024,4032,37.37,127.11,1,0,0,0,0
24,IMG_R13,3024,4032,37.37,127.11,1,0,0,0,0
25,IMG_R14,3024,4032,37.37,127.11,1,0,0,0,0
26,IMG_PL6,3024,4032,37.37,127.11,0,1,0,0,0
27,IMG_R15,3024,4032,37.37,127.11,1,0,0,0,0
28,IMG_R16,3024,4032,37.37,127.11,1,0,0,0,0
29,IMG_R17,3024,4032,37.37,127.11,1,0,0,0,0
30,IMG_PA3,3024,4032,37.37,127.11,0,0,0,0,1
31,IMG_R18,3024,4032,37.37,127.11,1,0,0,0,0
32,IMG_R19,3024,4032,37.37,127.11,1,0,0,0,0
33,IMG_*5,3024,4032,37.37,127.11,1,1,0,0,0
34,IMG_R20,3024,4032,37.37,127.11,1,0,0,0,0
35,IMG_R21,3024,4032,37.37,127.11,1,0,0,0,0
